店名,評分,評論數,地址,鏈接
一村小酒館-Oaktown burger grill/三重美食/三重推薦餐廳/三重餐酒館/三重必吃/三重美式餐廳/附近美食,4.9 ,203,241新北市三重區正義南路86巷25號,https://www.google.com/maps/place/%E4%B8%80%E6%9D%91%E5%B0%8F%E9%85%92%E9%A4%A8-Oaktown+burger+grill%2F%E4%B8%89%E9%87%8D%E7%BE%8E%E9%A3%9F%2F%E4%B8%89%E9%87%8D%E6%8E%A8%E8%96%A6%E9%A4%90%E5%BB%B3%2F%E4%B8%89%E9%87%8D%E9%A4%90%E9%85%92%E9%A4%A8%2F%E4%B8%89%E9%87%8D%E5%BF%85%E5%90%83%2F%E4%B8%89%E9%87%8D%E7%BE%8E%E5%BC%8F%E9%A4%90%E5%BB%B3%2F%E9%99%84%E8%BF%91%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442a953b57f9c27:0x4440443607d1f207!8m2!3d25.0578092!4d121.4999726!16s%2Fg%2F11l2ghqdtw!19sChIJJ5x_tVOpQjQRB_LRBzZEQEQ?authuser=0&hl=zh-TW&rclk=1
美園Karaoke,4.0 ,1,241新北市三重區大同南路26巷3號,https://www.google.com/maps/place/%E7%BE%8E%E5%9C%92Karaoke/data=!4m7!3m6!1s0x3442a9569b47c4c7:0x81e698a0ebf943e3!8m2!3d25.0603476!4d121.4961519!16s%2Fg%2F11h_47wm3z!19sChIJx8RHm1apQjQR40P566CY5oE?authuser=0&hl=zh-TW&rclk=1
紅紅木串燒羊肉爐,4.8 ,"1,116",241新北市三重區自強路一段174號,https://www.google.com/maps/place/%E7%B4%85%E7%B4%85%E6%9C%A8%E4%B8%B2%E7%87%92%E7%BE%8A%E8%82%89%E7%88%90/data=!4m7!3m6!1s0x3442a921a41da6cf:0x8aa7b17ebd54a160!8m2!3d25.066196!4d121.4951974!16s%2Fg%2F11h17hryn!19sChIJz6YdpCGpQjQRYKFUvX6xp4o?authuser=0&hl=zh-TW&rclk=1
路邊烤肉wildbbq三重店-三重推薦燒烤|必吃燒烤|人氣串燒|推薦串燒|平價碳烤|深夜美食|串燒烤肉|在地推薦燒烤,4.2 ,228,241新北市三重區自強路一段50號,https://www.google.com/maps/place/%E8%B7%AF%E9%82%8A%E7%83%A4%E8%82%89wildbbq%E4%B8%89%E9%87%8D%E5%BA%97-%E4%B8%89%E9%87%8D%E6%8E%A8%E8%96%A6%E7%87%92%E7%83%A4%7C%E5%BF%85%E5%90%83%E7%87%92%E7%83%A4%7C%E4%BA%BA%E6%B0%A3%E4%B8%B2%E7%87%92%7C%E6%8E%A8%E8%96%A6%E4%B8%B2%E7%87%92%7C%E5%B9%B3%E5%83%B9%E7%A2%B3%E7%83%A4%7C%E6%B7%B1%E5%A4%9C%E7%BE%8E%E9%A3%9F%7C%E4%B8%B2%E7%87%92%E7%83%A4%E8%82%89%7C%E5%9C%A8%E5%9C%B0%E6%8E%A8%E8%96%A6%E7%87%92%E7%83%A4/data=!4m7!3m6!1s0x3442affc04e06aa1:0xf5d0fff65a169d96!8m2!3d25.0669074!4d121.4975674!16s%2Fg%2F11y1zn31nf!19sChIJoWrgBPyvQjQRlp0WWvb_0PU?authuser=0&hl=zh-TW&rclk=1
快樂城卡拉ok,3.5 ,64,241新北市三重區重新路四段234號,https://www.google.com/maps/place/%E5%BF%AB%E6%A8%82%E5%9F%8E%E5%8D%A1%E6%8B%89ok/data=!4m7!3m6!1s0x3442a8fc995cec6f:0x12a0415ffb868410!8m2!3d25.0537052!4d121.485978!16s%2Fg%2F11c1vf2788!19sChIJb-xcmfyoQjQREISG-19BoBI?authuser=0&hl=zh-TW&rclk=1
左轉靠右咖啡酒吧,4.5 ,442,242新北市新莊區福慧路6-1號,https://www.google.com/maps/place/%E5%B7%A6%E8%BD%89%E9%9D%A0%E5%8F%B3%E5%92%96%E5%95%A1%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a97398a488c7:0x9eef9633f19bf0ff!8m2!3d25.0639322!4d121.4630314!16s%2Fg%2F11ghfm_9zj!19sChIJx4ikmHOpQjQR__Cb8TOW754?authuser=0&hl=zh-TW&rclk=1
尻食堂,4.5 ,264,241新北市三重區文化北路109號1樓,https://www.google.com/maps/place/%E5%B0%BB%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442a922ca694c65:0xb14ab3b009dedb1c!8m2!3d25.0685487!4d121.4979343!16s%2Fg%2F11f5jqc5xl!19sChIJZUxpyiKpQjQRHNveCbCzSrE?authuser=0&hl=zh-TW&rclk=1
五線譜Piano歌坊,3.4 ,5,241新北市三重區重新路三段184號,https://www.google.com/maps/place/%E4%BA%94%E7%B7%9A%E8%AD%9CPiano%E6%AD%8C%E5%9D%8A/data=!4m7!3m6!1s0x3442a8df724fe56b:0x4d0716c23afd9e94!8m2!3d25.0588817!4d121.4904846!16s%2Fg%2F11h5kqbrx5!19sChIJa-VPct-oQjQRlJ79OsIWB00?authuser=0&hl=zh-TW&rclk=1
緣酒居酒屋,4.9 ,193,241新北市三重區忠孝路三段15巷5號,https://www.google.com/maps/place/%E7%B7%A3%E9%85%92%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442a91e7e65ffb3:0x54cb82d1ca279a9b!8m2!3d25.0675132!4d121.4813896!16s%2Fg%2F11ggm6xz9j!19sChIJs_9lfh6pQjQRm5onytGCy1Q?authuser=0&hl=zh-TW&rclk=1
G CLUB TAIPEI,4.6 ,255,"b1, No. 54號漢口街二段萬華區台北市108",https://www.google.com/maps/place/G+CLUB+TAIPEI/data=!4m7!3m6!1s0x3442a95caa8ebfc1:0xee1c35dbd1e3bcb9!8m2!3d25.0456733!4d121.5057925!16s%2Fg%2F11f9xs8j71!19sChIJwb-OqlypQjQRubzj0ds1HO4?authuser=0&hl=zh-TW&rclk=1
歌樂歌坊,3.7 ,22,241新北市三重區溪尾街299號,https://www.google.com/maps/place/%E6%AD%8C%E6%A8%82%E6%AD%8C%E5%9D%8A/data=!4m7!3m6!1s0x3442a8d445b509dd:0x502f3dfd8f82359d!8m2!3d25.0833342!4d121.4877214!16s%2Fg%2F11h5kqdq0x!19sChIJ3Qm1RdSoQjQRnTWCj_09L1A?authuser=0&hl=zh-TW&rclk=1
竹Ta.ke 九龍灣會館 kowloonbay Shisha,4.8 ,940,10844台北市萬華區成都路27巷8-1號,https://www.google.com/maps/place/%E7%AB%B9Ta.ke+%E4%B9%9D%E9%BE%8D%E7%81%A3%E6%9C%83%E9%A4%A8+kowloonbay+Shisha/data=!4m7!3m6!1s0x3442a99e092d9d67:0x4647a2f21886fdce!8m2!3d25.0430596!4d121.5067831!16s%2Fg%2F11h54h2f_4!19sChIJZ50tCZ6pQjQRzv2GGPKiR0Y?authuser=0&hl=zh-TW&rclk=1
ABLE音樂坊茶酒館,4.7 ,116,111台北市士林區重慶北路四段(迴轉道/延平北路社子/三重)262號,https://www.google.com/maps/place/ABLE%E9%9F%B3%E6%A8%82%E5%9D%8A%E8%8C%B6%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442aec983aa774d:0xf4e1438973273db7!8m2!3d25.0870844!4d121.5115646!16s%2Fg%2F1tf0n9vb!19sChIJTXeqg8muQjQRtz0nc4lD4fQ?authuser=0&hl=zh-TW&rclk=1
馨懷 錄音練唱 專業錄音工作室,3.8 ,5,241新北市三重區重陽路一段85號,https://www.google.com/maps/place/%E9%A6%A8%E6%87%B7+%E9%8C%84%E9%9F%B3%E7%B7%B4%E5%94%B1+%E5%B0%88%E6%A5%AD%E9%8C%84%E9%9F%B3%E5%B7%A5%E4%BD%9C%E5%AE%A4/data=!4m7!3m6!1s0x3442a8e394beef79:0xb347f57ea0db3779!8m2!3d25.0591384!4d121.486881!16s%2Fg%2F11c0rhsnch!19sChIJee--lOOoQjQReTfboH71R7M?authuser=0&hl=zh-TW&rclk=1
Cupid bar,3.2 ,5,241新北市三重區三和路一段89號,https://www.google.com/maps/place/Cupid+bar/data=!4m7!3m6!1s0x3442a9e6a3032543:0x75f52ee7c85cf959!8m2!3d25.066121!4d121.5019924!16s%2Fg%2F11tkb58kmq!19sChIJQyUDo-apQjQRWflcyOcu9XU?authuser=0&hl=zh-TW&rclk=1
大拇指燒烤,4.7 ,25,24154新北市三重區車路頭街114號之1,https://www.google.com/maps/place/%E5%A4%A7%E6%8B%87%E6%8C%87%E7%87%92%E7%83%A4/data=!4m7!3m6!1s0x3442a93edf5943c9:0x808c5e86428bec90!8m2!3d25.0750459!4d121.4841419!16s%2Fg%2F11lcrkk15q!19sChIJyUNZ3z6pQjQRkOyLQoZejIA?authuser=0&hl=zh-TW&rclk=1
AWT Bistro下班後餐酒館,4.9 ,616,108台北市萬華區成都路27巷11號1樓,https://www.google.com/maps/place/AWT+Bistro%E4%B8%8B%E7%8F%AD%E5%BE%8C%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a98b566e6237:0xfec50cb6666c66d2!8m2!3d25.043027!4d121.506897!16s%2Fg%2F11sq5kr5ps!19sChIJN2JuVoupQjQR0mZsZrYMxf4?authuser=0&hl=zh-TW&rclk=1
巷內酒吧 x 酒 鬼煙醉,4.9 ,944,108台北市萬華區武昌街二段82巷2弄6號,https://www.google.com/maps/place/%E5%B7%B7%E5%85%A7%E9%85%92%E5%90%A7+x+%E9%85%92+%E9%AC%BC%E7%85%99%E9%86%89/data=!4m7!3m6!1s0x3442a999fff1dc3d:0x50158bb4b1bfb510!8m2!3d25.044644!4d121.505695!16s%2Fg%2F11fv3wh6jb!19sChIJPdzx_5mpQjQRELW_sbSLFVA?authuser=0&hl=zh-TW&rclk=1
Unicorn Cafe & Bar,4.7 ,152,242新北市新莊區思源路482號,https://www.google.com/maps/place/Unicorn+Cafe+%26+Bar/data=!4m7!3m6!1s0x3442a9289a41e2a1:0x3580adff708770f7!8m2!3d25.0545473!4d121.4603563!16s%2Fg%2F11qpty0t0_!19sChIJoeJBmiipQjQR93CHcP-tgDU?authuser=0&hl=zh-TW&rclk=1
黑機俱樂部,3.5 64 則評論,3.5 顆星 64,241新北市三重區車路頭街51巷12號,https://www.google.com/maps/place/%E9%BB%91%E6%A9%9F%E4%BF%B1%E6%A8%82%E9%83%A8/data=!4m7!3m6!1s0x3442a9faeabfb08b:0xb2124a19c258a678!8m2!3d25.0724876!4d121.4849391!16s%2Fg%2F11sv78g9f0!19sChIJi7C_6vqpQjQReKZYwhlKErI?authuser=0&hl=zh-TW&rclk=1
夜葉食堂三重店,4.7 ,"3,760",241新北市三重區自強路一段170號,https://www.google.com/maps/place/%E5%A4%9C%E8%91%89%E9%A3%9F%E5%A0%82%E4%B8%89%E9%87%8D%E5%BA%97/data=!4m7!3m6!1s0x3442a921a1506821:0xcef75b6104d48799!8m2!3d25.0662885!4d121.4952905!16s%2Fg%2F11c0t7qs7d!19sChIJIWhQoSGpQjQRmYfUBGFb984?authuser=0&hl=zh-TW&rclk=1
酒咖飲冰室 JIU KA Bistro & Bar,4.8 ,191,108台北市萬華區中華路一段82號,https://www.google.com/maps/place/%E9%85%92%E5%92%96%E9%A3%B2%E5%86%B0%E5%AE%A4+JIU+KA+Bistro+%26+Bar/data=!4m7!3m6!1s0x3442a9ad2b46e245:0x495a9bf1eca1ca48!8m2!3d25.0453567!4d121.5087509!16s%2Fg%2F11lsl6v555!19sChIJReJGK62pQjQRSMqh7PGbWkk?authuser=0&hl=zh-TW&rclk=1
信義町 日式居酒屋,4.7 ,170,241新北市三重區長壽西街108號,https://www.google.com/maps/place/%E4%BF%A1%E7%BE%A9%E7%94%BA+%E6%97%A5%E5%BC%8F%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442a922fba4ca37:0xb9776abc72560659!8m2!3d25.066921!4d121.495577!16s%2Fg%2F11c4bdf0d8!19sChIJN8qk-yKpQjQRWQZWcrxqd7k?authuser=0&hl=zh-TW&rclk=1
Trio 三重奏,4.4 ,741,106台北市大安區敦化南路二段63巷54弄12號,https://www.google.com/maps/place/Trio+%E4%B8%89%E9%87%8D%E5%A5%8F/data=!4m7!3m6!1s0x3442abcd275b3f6f:0xea8df06cafb665c8!8m2!3d25.0305163!4d121.5514133!16s%2Fg%2F1thvdmph!19sChIJbz9bJ82rQjQRyGW2r2zwjeo?authuser=0&hl=zh-TW&rclk=1
Nonsense Bar 無心戒酒互助會 - 武昌分會,4.9 ,"1,857",108台北市萬華區武昌街二段100號2樓,https://www.google.com/maps/place/Nonsense+Bar+%E7%84%A1%E5%BF%83%E6%88%92%E9%85%92%E4%BA%92%E5%8A%A9%E6%9C%83+-+%E6%AD%A6%E6%98%8C%E5%88%86%E6%9C%83/data=!4m7!3m6!1s0x3442a934b175c98d:0xf234df05c4dd1d14!8m2!3d25.0449735!4d121.5055642!16s%2Fg%2F11jy53br8d!19sChIJjcl1sTSpQjQRFB3dxAXfNPI?authuser=0&hl=zh-TW&rclk=1
秀韻園,4.0 43 則評論,4.0 顆星 43,241新北市三重區集成路21號,https://www.google.com/maps/place/%E7%A7%80%E9%9F%BB%E5%9C%92/data=!4m7!3m6!1s0x3442a90371abee2f:0x7d092b9d72fb9935!8m2!3d25.0520102!4d121.4890208!16s%2Fg%2F11sk97srk4!19sChIJL-6rcQOpQjQRNZn7cp0rCX0?authuser=0&hl=zh-TW&rclk=1
有一家燒烤炸物鍋物居酒屋,4.3 ,6,241新北市三重區自強路三段48號,https://www.google.com/maps/place/%E6%9C%89%E4%B8%80%E5%AE%B6%E7%87%92%E7%83%A4%E7%82%B8%E7%89%A9%E9%8D%8B%E7%89%A9%E5%B1%85%E9%85%92%E5%B1%8B/data=!4m7!3m6!1s0x3442a9658d49d645:0xa55229e5a661031!8m2!3d25.0728864!4d121.4867197!16s%2Fg%2F11t9ffb8sr!19sChIJRdZJjWWpQjQRMRBmWp4iVQo?authuser=0&hl=zh-TW&rclk=1
海神弄局餐酒吧--新北永和(調酒無限暢飲，酒吧，調酒，酒吧，餐酒館，海鮮餐酒館，宵夜推薦),5.0 ,903,234新北市永和區保平路188號,https://www.google.com/maps/place/%E6%B5%B7%E7%A5%9E%E5%BC%84%E5%B1%80%E9%A4%90%E9%85%92%E5%90%A7--%E6%96%B0%E5%8C%97%E6%B0%B8%E5%92%8C%28%E8%AA%BF%E9%85%92%E7%84%A1%E9%99%90%E6%9A%A2%E9%A3%B2%EF%BC%8C%E9%85%92%E5%90%A7%EF%BC%8C%E8%AA%BF%E9%85%92%EF%BC%8C%E9%85%92%E5%90%A7%EF%BC%8C%E9%A4%90%E9%85%92%E9%A4%A8%EF%BC%8C%E6%B5%B7%E9%AE%AE%E9%A4%90%E9%85%92%E9%A4%A8%EF%BC%8C%E5%AE%B5%E5%A4%9C%E6%8E%A8%E8%96%A6%29/data=!4m7!3m6!1s0x3442a964c11be2d5:0xee1aeb436e80992b!8m2!3d25.0066144!4d121.510596!16s%2Fg%2F11sc_h8yjb!19sChIJ1eIbwWSpQjQRK5mAbkPrGu4?authuser=0&hl=zh-TW&rclk=1
黃金歲月KTV(原銀櫃),3.8 ,184,247新北市蘆洲區成功路132 號,https://www.google.com/maps/place/%E9%BB%83%E9%87%91%E6%AD%B2%E6%9C%88KTV%28%E5%8E%9F%E9%8A%80%E6%AB%83%29/data=!4m7!3m6!1s0x3442a8c904a6fa4b:0xe9d5f605eb67eb2d!8m2!3d25.0829296!4d121.4720352!16s%2Fg%2F11c603y1w_!19sChIJS_qmBMmoQjQRLetn6wX21ek?authuser=0&hl=zh-TW&rclk=1
JupJup 精釀生啤餐酒館,4.4 ,"1,781",100台北市中正區忠孝西路一段72-26號,https://www.google.com/maps/place/JupJup+%E7%B2%BE%E9%87%80%E7%94%9F%E5%95%A4%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a90d3283cc39:0x19502e73ed026aab!8m2!3d25.0465579!4d121.5141247!16s%2Fg%2F11cp5qsz3t!19sChIJOcyDMg2pQjQRq2oC7XMuUBk?authuser=0&hl=zh-TW&rclk=1
魚家班,評分未找到,評論數未找到,241新北市三重區,https://www.google.com/maps/place/%E9%AD%9A%E5%AE%B6%E7%8F%AD/data=!4m7!3m6!1s0x3442af006497e63d:0x57c42e22e584fe89!8m2!3d25.0848347!4d121.4972883!16s%2Fg%2F11y74zdmxw!19sChIJPeaXZACvQjQRif6E5SIuxFc?authuser=0&hl=zh-TW&rclk=1
菘本有限公司,4.4 8 則評論,4.4 顆星 8,241新北市三重區光復路二段143巷3號,https://www.google.com/maps/place/%E8%8F%98%E6%9C%AC%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/data=!4m7!3m6!1s0x3442a9003c557bc5:0xae85ef5968795dc3!8m2!3d25.0597453!4d121.4733779!16s%2Fg%2F11vt7nplcy!19sChIJxXtVPACpQjQRw115aFnvha4?authuser=0&hl=zh-TW&rclk=1
ㄚ六仔專業攝影坊,3.0 ,1,"241新北市三重區三和路四段390巷10號, 4",https://www.google.com/maps/place/%E3%84%9A%E5%85%AD%E4%BB%94%E5%B0%88%E6%A5%AD%E6%94%9D%E5%BD%B1%E5%9D%8A/data=!4m7!3m6!1s0x3442a975619669e5:0x1ca752dd57e24353!8m2!3d25.0788927!4d121.4815793!16s%2Fg%2F11gkq92_sy!19sChIJ5WmWYXWpQjQRU0PiV91Spxw?authuser=0&hl=zh-TW&rclk=1
我來國際潛水器材批發,4.0 ,1,241新北市三重區六張街59號號,https://www.google.com/maps/place/%E6%88%91%E4%BE%86%E5%9C%8B%E9%9A%9B%E6%BD%9B%E6%B0%B4%E5%99%A8%E6%9D%90%E6%89%B9%E7%99%BC/data=!4m7!3m6!1s0x3442a927269696e5:0x3b25edc448023ba9!8m2!3d25.0703683!4d121.4938653!16s%2Fg%2F11csptbjfj!19sChIJ5ZaWJiepQjQRqTsCSMTtJTs?authuser=0&hl=zh-TW&rclk=1
大樹下炭烤,4.2 ,71,241新北市三重區環河南路221巷36號,https://www.google.com/maps/place/%E5%A4%A7%E6%A8%B9%E4%B8%8B%E7%82%AD%E7%83%A4/data=!4m7!3m6!1s0x3442a8c1aa265827:0xa364ad796d8c7c72!8m2!3d25.0527227!4d121.490923!16s%2Fg%2F11f54mcf56!19sChIJJ1gmqsGoQjQRcnyMbXmtZKM?authuser=0&hl=zh-TW&rclk=1
家意菸酒飲料批發,4.7 17 則評論,4.7 顆星 17,241新北市三重區力行路一段89巷15號,https://www.google.com/maps/place/%E5%AE%B6%E6%84%8F%E8%8F%B8%E9%85%92%E9%A3%B2%E6%96%99%E6%89%B9%E7%99%BC/data=!4m7!3m6!1s0x3442a9f21c41b733:0x550a0eb99b5ecd0a!8m2!3d25.0688304!4d121.4872152!16s%2Fg%2F11svx97wqs!19sChIJM7dBHPKpQjQRCs1em7kOClU?authuser=0&hl=zh-TW&rclk=1
