店名,評分,評論數,地址,鏈接
COBEE COCINA西班牙料理(最後收客23:00) (店休日以FB公告為主),4.4 ,292,251新北市淡水區大忠街113巷21號,https://www.google.com/maps/place/COBEE+COCINA%E8%A5%BF%E7%8F%AD%E7%89%99%E6%96%99%E7%90%86%28%E6%9C%80%E5%BE%8C%E6%94%B6%E5%AE%A223:00%29+%28%E5%BA%97%E4%BC%91%E6%97%A5%E4%BB%A5FB%E5%85%AC%E5%91%8A%E7%82%BA%E4%B8%BB%29/data=!4m7!3m6!1s0x3442a5566e02fdbd:0x5e7a4931f12cbd08!8m2!3d25.1779203!4d121.4474421!16s%2Fg%2F12m93x7nc!19sChIJvf0CblalQjQRCL0s8TFJel4?authuser=0&hl=zh-TW&rclk=1
夜夜YEAH,3.2 ,121,251新北市淡水區北新路117號,https://www.google.com/maps/place/%E5%A4%9C%E5%A4%9CYEAH/data=!4m7!3m6!1s0x3442afc1084479ad:0x646d3a6f660262ee!8m2!3d25.1786337!4d121.4487742!16s%2Fg%2F11l67wq8x0!19sChIJrXlECMGvQjQR7mICZm86bWQ?authuser=0&hl=zh-TW&rclk=1
雞加酒（淡水店）,3.9 ,151,251新北市淡水區水源街二段98號,https://www.google.com/maps/place/%E9%9B%9E%E5%8A%A0%E9%85%92%EF%BC%88%E6%B7%A1%E6%B0%B4%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442af361cf596d1:0x2c428bc49f5c260!8m2!3d25.1744584!4d121.4521683!16s%2Fg%2F11jxcsb_g5!19sChIJ0Zb1HDavQjQRYML1SbwoxAI?authuser=0&hl=zh-TW&rclk=1
51伍一幸福咖啡廳廚房餐廳下午茶-新北淡水學府路咖啡廳/下午茶/簡餐/定食/套餐/午餐 健康餐/手工甜點/創意料理 包場/聚餐/約會/慶生/特色餐廳/場地租借 2024人氣熱門平價推薦 PTT Dcard,4.9 ,510,251新北市淡水區學府路51巷2弄12號,https://www.google.com/maps/place/51%E4%BC%8D%E4%B8%80%E5%B9%B8%E7%A6%8F%E5%92%96%E5%95%A1%E5%BB%B3%E5%BB%9A%E6%88%BF%E9%A4%90%E5%BB%B3%E4%B8%8B%E5%8D%88%E8%8C%B6-%E6%96%B0%E5%8C%97%E6%B7%A1%E6%B0%B4%E5%AD%B8%E5%BA%9C%E8%B7%AF%E5%92%96%E5%95%A1%E5%BB%B3%2F%E4%B8%8B%E5%8D%88%E8%8C%B6%2F%E7%B0%A1%E9%A4%90%2F%E5%AE%9A%E9%A3%9F%2F%E5%A5%97%E9%A4%90%2F%E5%8D%88%E9%A4%90+%E5%81%A5%E5%BA%B7%E9%A4%90%2F%E6%89%8B%E5%B7%A5%E7%94%9C%E9%BB%9E%2F%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86+%E5%8C%85%E5%A0%B4%2F%E8%81%9A%E9%A4%90%2F%E7%B4%84%E6%9C%83%2F%E6%85%B6%E7%94%9F%2F%E7%89%B9%E8%89%B2%E9%A4%90%E5%BB%B3%2F%E5%A0%B4%E5%9C%B0%E7%A7%9F%E5%80%9F+2024%E4%BA%BA%E6%B0%A3%E7%86%B1%E9%96%80%E5%B9%B3%E5%83%B9%E6%8E%A8%E8%96%A6+PTT+Dcard/data=!4m7!3m6!1s0x3442af31e1aa44b9:0xa2c72c88c38f7a33!8m2!3d25.1698493!4d121.4479325!16s%2Fg%2F11pwyqj0qb!19sChIJuUSq4TGvQjQRM3qPw4gsx6I?authuser=0&hl=zh-TW&rclk=1
Only One 休閒生活餐廳,4.3 ,176,251新北市淡水區中正東路19號,https://www.google.com/maps/place/Only+One+%E4%BC%91%E9%96%92%E7%94%9F%E6%B4%BB%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x140dc414283a34cb:0x82ea822dee6af376!8m2!3d25.168779!4d121.445758!16s%2Fg%2F11b73kny3p!19sChIJyzQ6KBTEDRQRdvNq7i2C6oI?authuser=0&hl=zh-TW&rclk=1
酒串廠、串燒、居酒屋、生啤酒、喝酒、暢飲、宵夜、晚餐、淡水美食、漁人碼頭美食,4.6 ,149,251新北市淡水區文化路22號,https://www.google.com/maps/place/%E9%85%92%E4%B8%B2%E5%BB%A0%E3%80%81%E4%B8%B2%E7%87%92%E3%80%81%E5%B1%85%E9%85%92%E5%B1%8B%E3%80%81%E7%94%9F%E5%95%A4%E9%85%92%E3%80%81%E5%96%9D%E9%85%92%E3%80%81%E6%9A%A2%E9%A3%B2%E3%80%81%E5%AE%B5%E5%A4%9C%E3%80%81%E6%99%9A%E9%A4%90%E3%80%81%E6%B7%A1%E6%B0%B4%E7%BE%8E%E9%A3%9F%E3%80%81%E6%BC%81%E4%BA%BA%E7%A2%BC%E9%A0%AD%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442a54052c6c0bd:0x28dd5e4433449243!8m2!3d25.1726879!4d121.4396441!16s%2Fg%2F11tj4cryh2!19sChIJvcDGUkClQjQRQ5JEM0Re3Sg?authuser=0&hl=zh-TW&rclk=1
宓巷串燒,4.5 ,54,251新北市淡水區民生路16巷18號,https://www.google.com/maps/place/%E5%AE%93%E5%B7%B7%E4%B8%B2%E7%87%92/data=!4m7!3m6!1s0x3442af61a31306fd:0xccb9ccb7f116dbc9!8m2!3d25.1374108!4d121.4614521!16s%2Fg%2F11w4n9jwf5!19sChIJ_QYTo2GvQjQRydsW8bfMucw?authuser=0&hl=zh-TW&rclk=1
辻弌,5.0 ,5,251新北市淡水區北新路184巷186號,https://www.google.com/maps/place/%E8%BE%BB%E5%BC%8C/data=!4m7!3m6!1s0x3442afc13f81a4bf:0xe01fbe34d2124ac3!8m2!3d25.1770062!4d121.4513909!16s%2Fg%2F11w8vqltkj!19sChIJv6SBP8GvQjQRw0oS0jS-H-A?authuser=0&hl=zh-TW&rclk=1
廢城兵工廠,5.0 ,2,251新北市淡水區三民街12號,https://www.google.com/maps/place/%E5%BB%A2%E5%9F%8E%E5%85%B5%E5%B7%A5%E5%BB%A0/data=!4m7!3m6!1s0x3442a5c1ff930559:0x9312963e47f94126!8m2!3d25.1715407!4d121.4389478!16s%2Fg%2F11p5rkgpzg!19sChIJWQWT_8GlQjQRJkH5Rz6WEpM?authuser=0&hl=zh-TW&rclk=1
淡水麋鹿堂飛鏢競技運動餐館及服飾專賣店,5.0 1 則評論,5.0 顆星 1,251新北市淡水區中正路187號,https://www.google.com/maps/place/%E6%B7%A1%E6%B0%B4%E9%BA%8B%E9%B9%BF%E5%A0%82%E9%A3%9B%E9%8F%A2%E7%AB%B6%E6%8A%80%E9%81%8B%E5%8B%95%E9%A4%90%E9%A4%A8%E5%8F%8A%E6%9C%8D%E9%A3%BE%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442a502715951c9:0x685deab44f2c5691!8m2!3d25.171321!4d121.4382826!16s%2Fg%2F11j_mjjmnb!19sChIJyVFZcQKlQjQRkVYsT7TqXWg?authuser=0&hl=zh-TW&rclk=1
P Café 美食餐廳,4.3 ,361,251新北市淡水區中正路180號 二樓 (由PORTER進入,https://www.google.com/maps/place/P+Caf%C3%A9+%E7%BE%8E%E9%A3%9F%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442a55983e9a56f:0x5a9b0f53932ec8f6!8m2!3d25.1699912!4d121.4402911!16s%2Fg%2F11b6xr6kqs!19sChIJb6Xpg1mlQjQR9sguk1MPm1o?authuser=0&hl=zh-TW&rclk=1
大媽的愛 居酒屋［串燒、熱炒、調酒］,5.0 ,168,251新北市淡水區水源街二段74巷16號1樓,https://www.google.com/maps/place/%E5%A4%A7%E5%AA%BD%E7%9A%84%E6%84%9B+%E5%B1%85%E9%85%92%E5%B1%8B%EF%BC%BB%E4%B8%B2%E7%87%92%E3%80%81%E7%86%B1%E7%82%92%E3%80%81%E8%AA%BF%E9%85%92%EF%BC%BD/data=!4m7!3m6!1s0x3442afc990d54c39:0x7ba72e41687c7b73!8m2!3d25.1738346!4d121.4518928!16s%2Fg%2F11sk7cs9x5!19sChIJOUzVkMmvQjQRc3t8aEEup3s?authuser=0&hl=zh-TW&rclk=1
蔦燒日式居酒屋-竹圍店,4.8 ,"1,725",251新北市淡水區民權路145巷3號,https://www.google.com/maps/place/%E8%94%A6%E7%87%92%E6%97%A5%E5%BC%8F%E5%B1%85%E9%85%92%E5%B1%8B-%E7%AB%B9%E5%9C%8D%E5%BA%97/data=!4m7!3m6!1s0x3442afcd7819bbc5:0x24700129b87be515!8m2!3d25.1364039!4d121.4609503!16s%2Fg%2F11fm5c3sds!19sChIJxbsZeM2vQjQRFeV7uCkBcCQ?authuser=0&hl=zh-TW&rclk=1
串巷麻辣串串火鍋,4.9 ,931,251新北市淡水區大義街29巷2號,https://www.google.com/maps/place/%E4%B8%B2%E5%B7%B7%E9%BA%BB%E8%BE%A3%E4%B8%B2%E4%B8%B2%E7%81%AB%E9%8D%8B/data=!4m7!3m6!1s0x3442a52cf29c340f:0x892971b89e0a6ffa!8m2!3d25.1781028!4d121.4422923!16s%2Fg%2F11svlbq9hc!19sChIJDzSc8iylQjQR-m8KnrhxKYk?authuser=0&hl=zh-TW&rclk=1
半山妖吐納 CowYiao TUNA（盒飯、下午茶、拉麵）,4.8 ,120,251新北市淡水區自強路401號,https://www.google.com/maps/place/%E5%8D%8A%E5%B1%B1%E5%A6%96%E5%90%90%E7%B4%8D+CowYiao+TUNA%EF%BC%88%E7%9B%92%E9%A3%AF%E3%80%81%E4%B8%8B%E5%8D%88%E8%8C%B6%E3%80%81%E6%8B%89%E9%BA%B5%EF%BC%89/data=!4m7!3m6!1s0x3442af6c68f4997b:0x29a90c3887baf7d8!8m2!3d25.1338928!4d121.4650661!16s%2Fg%2F11ghtm_jg5!19sChIJe5n0aGyvQjQR2Pe6hzgMqSk?authuser=0&hl=zh-TW&rclk=1
淡水九崁28,4.8 ,102,251新北市淡水區重建街28號,https://www.google.com/maps/place/%E6%B7%A1%E6%B0%B4%E4%B9%9D%E5%B4%8128/data=!4m7!3m6!1s0x3442a559f53b060d:0xc0d0d80776b85206!8m2!3d25.1711287!4d121.4399961!16s%2Fg%2F11b6tg75_h!19sChIJDQY79VmlQjQRBlK4dgfY0MA?authuser=0&hl=zh-TW&rclk=1
樓下猴子-淡水店,3.5 ,254,25125新北市淡水區學府路174號,https://www.google.com/maps/place/%E6%A8%93%E4%B8%8B%E7%8C%B4%E5%AD%90-%E6%B7%A1%E6%B0%B4%E5%BA%97/data=!4m7!3m6!1s0x3442af6b30f3ec2f:0xf39c6222f0b01802!8m2!3d25.1753953!4d121.4465107!16s%2Fg%2F11n04kwl0m!19sChIJL-zzMGuvQjQRAhiw8CJinPM?authuser=0&hl=zh-TW&rclk=1
橡木桶洋酒專賣店(淡水店),3.8 ,69,251新北市淡水區淡金路39號,https://www.google.com/maps/place/%E6%A9%A1%E6%9C%A8%E6%A1%B6%E6%B4%8B%E9%85%92%E5%B0%88%E8%B3%A3%E5%BA%97%28%E6%B7%A1%E6%B0%B4%E5%BA%97%29/data=!4m7!3m6!1s0x3442b00a3f673691:0xf1412f6f81738567!8m2!3d25.1606221!4d121.456252!16s%2Fg%2F11bz0r8ccj!19sChIJkTZnPwqwQjQRZ4VzgW8vQfE?authuser=0&hl=zh-TW&rclk=1
WellBar 複合餐廳,4.9 ,69,251新北市淡水區新市五路三段308號,https://www.google.com/maps/place/WellBar+%E8%A4%87%E5%90%88%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442bbc347ff7da1:0x421faf8b954e5ca5!8m2!3d25.1970079!4d121.437571!16s%2Fg%2F11qqf666l_!19sChIJoX3_R8O7QjQRpVxOlYuvH0I?authuser=0&hl=zh-TW&rclk=1
空著•Empty•MT（公休日請看IG限時精選）,5.0 ,5,251新北市淡水區公明街56巷10號2樓,https://www.google.com/maps/place/%E7%A9%BA%E8%91%97%E2%80%A2Empty%E2%80%A2MT%EF%BC%88%E5%85%AC%E4%BC%91%E6%97%A5%E8%AB%8B%E7%9C%8BIG%E9%99%90%E6%99%82%E7%B2%BE%E9%81%B8%EF%BC%89/data=!4m7!3m6!1s0x3442a5dc403dc987:0x23ab92f325ae81ee!8m2!3d25.168135!4d121.443797!16s%2Fg%2F11lcmb2ww_!19sChIJh8k9QNylQjQR7oGuJfOSqyM?authuser=0&hl=zh-TW&rclk=1
葉子 Leaf Cafe 不限時貓咪咖啡廳(營業時間浮動洽臉書IG感謝),4.6 ,337,251新北市淡水區新民街222巷16弄15號,https://www.google.com/maps/place/%E8%91%89%E5%AD%90+Leaf+Cafe+%E4%B8%8D%E9%99%90%E6%99%82%E8%B2%93%E5%92%AA%E5%92%96%E5%95%A1%E5%BB%B3%28%E7%87%9F%E6%A5%AD%E6%99%82%E9%96%93%E6%B5%AE%E5%8B%95%E6%B4%BD%E8%87%89%E6%9B%B8IG%E6%84%9F%E8%AC%9D%29/data=!4m7!3m6!1s0x3442a56025780515:0x1dda2d2bda5997e6!8m2!3d25.1798914!4d121.4371947!16s%2Fg%2F11h5_t75_s!19sChIJFQV4JWClQjQR5pdZ2ist2h0?authuser=0&hl=zh-TW&rclk=1
