店名,評分,評論數,地址,鏈接
八串八燒肉-居酒屋｜串燒｜日式料理｜烤物｜炸物｜酒場｜壽司｜新莊美食｜聚餐首選｜美食推薦｜,4.8 ,122,242新北市新莊區萬安街34號,https://www.google.com/maps/place/%E5%85%AB%E4%B8%B2%E5%85%AB%E7%87%92%E8%82%89-%E5%B1%85%E9%85%92%E5%B1%8B%EF%BD%9C%E4%B8%B2%E7%87%92%EF%BD%9C%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86%EF%BD%9C%E7%83%A4%E7%89%A9%EF%BD%9C%E7%82%B8%E7%89%A9%EF%BD%9C%E9%85%92%E5%A0%B4%EF%BD%9C%E5%A3%BD%E5%8F%B8%EF%BD%9C%E6%96%B0%E8%8E%8A%E7%BE%8E%E9%A3%9F%EF%BD%9C%E8%81%9A%E9%A4%90%E9%A6%96%E9%81%B8%EF%BD%9C%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6%EF%BD%9C/data=!4m7!3m6!1s0x3442a752c1b609ed:0x53b8cff17fc8105e!8m2!3d25.0242624!4d121.4213132!16s%2Fg%2F11vlp19xcv!19sChIJ7Qm2wVKnQjQRXhDIf_HPuFM?authuser=0&hl=zh-TW&rclk=1
宮城亮串燒 新莊中原店(みやぎりょう串焼き),4.8 ,700,242新北市新莊區中原路86號1樓,https://www.google.com/maps/place/%E5%AE%AE%E5%9F%8E%E4%BA%AE%E4%B8%B2%E7%87%92+%E6%96%B0%E8%8E%8A%E4%B8%AD%E5%8E%9F%E5%BA%97%28%E3%81%BF%E3%82%84%E3%81%8E%E3%82%8A%E3%82%87%E3%81%86%E4%B8%B2%E7%84%BC%E3%81%8D%29/data=!4m7!3m6!1s0x3442a99164d2f613:0xdbb226e059b0c105!8m2!3d25.0543891!4d121.4514709!16s%2Fg%2F11vds82n9y!19sChIJE_bSZJGpQjQRBcGwWeAmsts?authuser=0&hl=zh-TW&rclk=1
地中海卡拉OK,3.9 ,32,242新北市新莊區,https://www.google.com/maps/place/%E5%9C%B0%E4%B8%AD%E6%B5%B7%E5%8D%A1%E6%8B%89OK/data=!4m7!3m6!1s0x3442a87c0eb98ee7:0x3a85bc1c0ef10a1d!8m2!3d25.0477719!4d121.4523339!16s%2Fg%2F11gfd1jdn6!19sChIJ5465DnyoQjQRHQrxDhy8hTo?authuser=0&hl=zh-TW&rclk=1
夜町燒烤,4.2 ,46,242新北市新莊區復興路一段43號,https://www.google.com/maps/place/%E5%A4%9C%E7%94%BA%E7%87%92%E7%83%A4/data=!4m7!3m6!1s0x3442a90fc38957df:0xc72636308b97f626!8m2!3d25.0422456!4d121.4468058!16s%2Fg%2F11svls2ky8!19sChIJ31eJww-pQjQRJvaXizA2Jsc?authuser=0&hl=zh-TW&rclk=1
凱文南坡萬實業社-精緻全客製瓶裝酒代工廠,3.3 4 則評論,3.3 顆星 4,242新北市新莊區化成路554巷37號1樓,https://www.google.com/maps/place/%E5%87%B1%E6%96%87%E5%8D%97%E5%9D%A1%E8%90%AC%E5%AF%A6%E6%A5%AD%E7%A4%BE-%E7%B2%BE%E7%B7%BB%E5%85%A8%E5%AE%A2%E8%A3%BD%E7%93%B6%E8%A3%9D%E9%85%92%E4%BB%A3%E5%B7%A5%E5%BB%A0/data=!4m7!3m6!1s0x3442a93594d725b9:0x245f1d35703f3928!8m2!3d25.0541033!4d121.4675048!16s%2Fg%2F11lcmn6n47!19sChIJuSXXlDWpQjQRKDk_cDUdXyQ?authuser=0&hl=zh-TW&rclk=1
金色三麥 新莊晶冠店,4.5 ,"3,088",242新北市新莊區五工路66號,https://www.google.com/maps/place/%E9%87%91%E8%89%B2%E4%B8%89%E9%BA%A5+%E6%96%B0%E8%8E%8A%E6%99%B6%E5%86%A0%E5%BA%97/data=!4m7!3m6!1s0x3442a8906b793401:0x9fd119d260dbb066!8m2!3d25.0637169!4d121.4584129!16s%2Fg%2F11bvv4rb3p!19sChIJATR5a5CoQjQRZrDbYNIZ0Z8?authuser=0&hl=zh-TW&rclk=1
Libby’s Playland 琍比美式酒吧運動餐廳,4.7 11 則評論,4.7 顆星 11,242新北市新莊區民安路188巷9樓號,https://www.google.com/maps/place/Libby%E2%80%99s+Playland+%E7%90%8D%E6%AF%94%E7%BE%8E%E5%BC%8F%E9%85%92%E5%90%A7%E9%81%8B%E5%8B%95%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442a7fe14d0e83b:0x4e9602cfd8b127bf!8m2!3d25.0235065!4d121.4253757!16s%2Fg%2F11t7ls1czm!19sChIJO-jQFP6nQjQRvyex2M8Clk4?authuser=0&hl=zh-TW&rclk=1
喜沅 Buy酒舖,4.5 ,33,"號 No. 84中和, 新莊區新北市242",https://www.google.com/maps/place/%E5%96%9C%E6%B2%85+Buy%E9%85%92%E8%88%96/data=!4m7!3m6!1s0x3442a878e5510a23:0x84fc686fc53c8db6!8m2!3d25.0465048!4d121.4477982!16s%2Fg%2F11cs6gy99y!19sChIJIwpR5XioQjQRto08xW9o_IQ?authuser=0&hl=zh-TW&rclk=1
爵色放客音樂餐酒館(Jazz Funk Music Bar),4.3 ,34,242新北市新莊區中正路829巷99號,https://www.google.com/maps/place/%E7%88%B5%E8%89%B2%E6%94%BE%E5%AE%A2%E9%9F%B3%E6%A8%82%E9%A4%90%E9%85%92%E9%A4%A8%28Jazz+Funk+Music+Bar%29/data=!4m7!3m6!1s0x3442a7e0d1f4335f:0xacce59ee48e4775c!8m2!3d25.0274922!4d121.422113!16s%2Fg%2F11kh59h9_4!19sChIJXzP00eCnQjQRXHfkSO5Zzqw?authuser=0&hl=zh-TW&rclk=1
BinB書䏱 Bar in Book-板橋酒吧|人氣酒吧|必吃餐酒館|網美餐酒館|特色酒吧|放鬆酒吧,4.8 ,407,220新北市板橋區民生路三段140號,https://www.google.com/maps/place/BinB%E6%9B%B8%E4%8F%B1+Bar+in+Book-%E6%9D%BF%E6%A9%8B%E9%85%92%E5%90%A7%7C%E4%BA%BA%E6%B0%A3%E9%85%92%E5%90%A7%7C%E5%BF%85%E5%90%83%E9%A4%90%E9%85%92%E9%A4%A8%7C%E7%B6%B2%E7%BE%8E%E9%A4%90%E9%85%92%E9%A4%A8%7C%E7%89%B9%E8%89%B2%E9%85%92%E5%90%A7%7C%E6%94%BE%E9%AC%86%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a96039569fa9:0xc258cf6a9bb7c69d!8m2!3d25.0271619!4d121.4663723!16s%2Fg%2F11js4l17wn!19sChIJqZ9WOWCpQjQRnca3m2rPWMI?authuser=0&hl=zh-TW&rclk=1
忘川串燒-輔大店《露營風》新莊推薦燒烤|輔大必吃燒烤|人氣串燒|精緻碳烤|串燒酒場|深夜串燒,4.8 ,69,242新北市新莊區中正路615號,https://www.google.com/maps/place/%E5%BF%98%E5%B7%9D%E4%B8%B2%E7%87%92-%E8%BC%94%E5%A4%A7%E5%BA%97%E3%80%8A%E9%9C%B2%E7%87%9F%E9%A2%A8%E3%80%8B%E6%96%B0%E8%8E%8A%E6%8E%A8%E8%96%A6%E7%87%92%E7%83%A4%7C%E8%BC%94%E5%A4%A7%E5%BF%85%E5%90%83%E7%87%92%E7%83%A4%7C%E4%BA%BA%E6%B0%A3%E4%B8%B2%E7%87%92%7C%E7%B2%BE%E7%B7%BB%E7%A2%B3%E7%83%A4%7C%E4%B8%B2%E7%87%92%E9%85%92%E5%A0%B4%7C%E6%B7%B1%E5%A4%9C%E4%B8%B2%E7%87%92/data=!4m7!3m6!1s0x3442a7e31efc6fa3:0x9c70032e4fea6d91!8m2!3d25.0319113!4d121.4324236!16s%2Fg%2F11l32bsp_q!19sChIJo2_8HuOnQjQRkW3qTy4DcJw?authuser=0&hl=zh-TW&rclk=1
GOZEN Japanese Cuisine & Bar,4.8 ,450,242新北市新莊區榮華路一段2號,https://www.google.com/maps/place/GOZEN+Japanese+Cuisine+%26+Bar/data=!4m7!3m6!1s0x3442a95264646afd:0xb92716360f68a786!8m2!3d25.0558016!4d121.4577161!16s%2Fg%2F11n384bt0v!19sChIJ_WpkZFKpQjQRhqdoDzYWJ7k?authuser=0&hl=zh-TW&rclk=1
有利脆皮豬-新莊店,4.2 ,17,242新北市新莊區自信街26號旁邊巷子進來第二間,https://www.google.com/maps/place/%E6%9C%89%E5%88%A9%E8%84%86%E7%9A%AE%E8%B1%AC-%E6%96%B0%E8%8E%8A%E5%BA%97/data=!4m7!3m6!1s0x3442a91099236437:0x4df274fa5ee4fbb0!8m2!3d25.0480412!4d121.4541765!16s%2Fg%2F11jzdshl7k!19sChIJN2QjmRCpQjQRsPvkXvp08k0?authuser=0&hl=zh-TW&rclk=1
