店名,評分,評論數,地址,鏈接
桂公子酒館,4.4 ,705,"B1, No. 37號民生東路一段中山區台北市10451",https://www.google.com/maps/place/%E6%A1%82%E5%85%AC%E5%AD%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a9fa8ce9b5bf:0xa84d50bf52f9c20d!8m2!3d25.0581954!4d121.5260152!16s%2Fg%2F11gnp3y73p!19sChIJv7XpjPqpQjQRDcL5Ur9QTag?authuser=0&hl=zh-TW&rclk=1
綠洲信義 The Oasis Tavern Xinyi,4.8 ,128,,https://www.google.com/maps/place/%E7%B6%A0%E6%B4%B2%E4%BF%A1%E7%BE%A9+The+Oasis+Tavern+Xinyi/data=!4m7!3m6!1s0x3442abad42dc4c15:0x920a7059399acc6e!8m2!3d25.0285447!4d121.5571409!16s%2Fg%2F11fw27fg1k!19sChIJFUzcQq2rQjQRbsyaOVlwCpI?authuser=0&hl=zh-TW&rclk=1
酒肆西門 Ximen Beer Bar - 西門町酒吧 ｜台北酒吧推薦 Taipei Bar / Craft Beer / Whisky / Shochu / Cider,4.8 ,"2,208",,https://www.google.com/maps/place/%E9%85%92%E8%82%86%E8%A5%BF%E9%96%80+Ximen+Beer+Bar+-+%E8%A5%BF%E9%96%80%E7%94%BA%E9%85%92%E5%90%A7+%EF%BD%9C%E5%8F%B0%E5%8C%97%E9%85%92%E5%90%A7%E6%8E%A8%E8%96%A6+Taipei+Bar+%2F+Craft+Beer+%2F+Whisky+%2F+Shochu+%2F+Cider/data=!4m7!3m6!1s0x3442a908d3d14d39:0xa3e8afa03f6a8a62!8m2!3d25.0453734!4d121.5051634!16s%2Fg%2F11c1ws0zf0!19sChIJOU3R0wipQjQRYopqP6Cv6KM?authuser=0&hl=zh-TW&rclk=1
unDer lab,4.6 ,225,106台北市大安區光復南路308巷51號B1,https://www.google.com/maps/place/unDer+lab/data=!4m7!3m6!1s0x3442ab9a29a1d3b5:0xc84ae2b4a34e6c7e!8m2!3d25.0387838!4d121.5555312!16s%2Fg%2F11lgrrvqpv!19sChIJtdOhKZqrQjQRfmxOo7TiSsg?authuser=0&hl=zh-TW&rclk=1
司令餐飲號,4.5 ,692,108台北市萬華區開封街二段36號,https://www.google.com/maps/place/%E5%8F%B8%E4%BB%A4%E9%A4%90%E9%A3%B2%E8%99%9F/data=!4m7!3m6!1s0x3442a90e9877d395:0x44cf799031e01633!8m2!3d25.0462808!4d121.5078531!16s%2Fg%2F11_qm21z3!19sChIJldN3mA6pQjQRMxbgMZB5z0Q?authuser=0&hl=zh-TW&rclk=1
Echo Chamber Club 無心戒酒互助會 - 同溫層俱樂部,4.9 ,"1,157",108台北市萬華區成都路27巷4號,https://www.google.com/maps/place/Echo+Chamber+Club+%E7%84%A1%E5%BF%83%E6%88%92%E9%85%92%E4%BA%92%E5%8A%A9%E6%9C%83+-+%E5%90%8C%E6%BA%AB%E5%B1%A4%E4%BF%B1%E6%A8%82%E9%83%A8/data=!4m7!3m6!1s0x3442a9bab5e6cf19:0x37574c09cb323100!8m2!3d25.0428083!4d121.506803!16s%2Fg%2F11l393qvlv!19sChIJGc_mtbqpQjQRADEyywlMVzc?authuser=0&hl=zh-TW&rclk=1
布娜飛比利時餐酒館新莊宏匯店BravoBeer,4.0 ,760,242新北市新莊區新北大道四段3號4樓,https://www.google.com/maps/place/%E5%B8%83%E5%A8%9C%E9%A3%9B%E6%AF%94%E5%88%A9%E6%99%82%E9%A4%90%E9%85%92%E9%A4%A8%E6%96%B0%E8%8E%8A%E5%AE%8F%E5%8C%AF%E5%BA%97BravoBeer/data=!4m7!3m6!1s0x3442a9e535521221:0xe381afb4a21f8b26!8m2!3d25.0593485!4d121.4498801!16s%2Fg%2F11jprb2d9x!19sChIJIRJSNeWpQjQRJosforSvgeM?authuser=0&hl=zh-TW&rclk=1
Nonsense Bar 無心戒酒互助會 - 武昌分會,4.9 ,"1,861",108台北市萬華區武昌街二段100號2樓,https://www.google.com/maps/place/Nonsense+Bar+%E7%84%A1%E5%BF%83%E6%88%92%E9%85%92%E4%BA%92%E5%8A%A9%E6%9C%83+-+%E6%AD%A6%E6%98%8C%E5%88%86%E6%9C%83/data=!4m7!3m6!1s0x3442a934b175c98d:0xf234df05c4dd1d14!8m2!3d25.0449735!4d121.5055642!16s%2Fg%2F11jy53br8d!19sChIJjcl1sTSpQjQRFB3dxAXfNPI?authuser=0&hl=zh-TW&rclk=1
頭城北宜石牌香腸,4.8 ,531,宜蘭縣頭城鎮新興路261220號附近,https://www.google.com/maps/place/%E9%A0%AD%E5%9F%8E%E5%8C%97%E5%AE%9C%E7%9F%B3%E7%89%8C%E9%A6%99%E8%85%B8/data=!4m7!3m6!1s0x3467f769b42398f7:0xf80c46acbf44bd93!8m2!3d24.8532338!4d121.8188803!16s%2Fg%2F11fy19ldl8!19sChIJ95gjtGn3ZzQRk71Ev6xGDPg?authuser=0&hl=zh-TW&rclk=1
Wave餐廳,4.6 ,112,104037台北市中山區北安路301號2樓,https://www.google.com/maps/place/Wave%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442ad8e19b1007b:0xebe301ae00d0b3f3!8m2!3d25.0781498!4d121.5362271!16s%2Fg%2F11spzn5_h7!19sChIJewCxGY6tQjQR87PQAK4B4-s?authuser=0&hl=zh-TW&rclk=1
微醺蝦bar,4.9 ,220,103台北市大同區西寧北路81號,https://www.google.com/maps/place/%E5%BE%AE%E9%86%BA%E8%9D%A6bar/data=!4m7!3m6!1s0x3442a9b0d87ac153:0xe57a12579af49c8f!8m2!3d25.0559437!4d121.5090948!16s%2Fg%2F11sb95w2_3!19sChIJU8F62LCpQjQRj5z0mlcSeuU?authuser=0&hl=zh-TW&rclk=1
草頭西,4.5 ,138,100台北市中正區金門街25-2號,https://www.google.com/maps/place/%E8%8D%89%E9%A0%AD%E8%A5%BF/data=!4m7!3m6!1s0x3442a9ada3c8a33d:0x22da62389c38adf1!8m2!3d25.0211137!4d121.5228305!16s%2Fg%2F11qm0t0tkr!19sChIJPaPIo62pQjQR8a04nDhi2iI?authuser=0&hl=zh-TW&rclk=1
錢櫃KTV永和樂華店,4.1 ,"3,445",234新北市永和區永和路一段129號,https://www.google.com/maps/place/%E9%8C%A2%E6%AB%83KTV%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9c283a03d67:0x627e88cfd4444498!8m2!3d25.0085659!4d121.5138969!16s%2Fg%2F1v5k0q9c!19sChIJZz2gg8KpQjQRmERE1M-IfmI?authuser=0&hl=zh-TW&rclk=1
炭火大叔野餐店 Fumoir d’Arthur,4.9 ,67,226新北市平溪區5號,https://www.google.com/maps/place/%E7%82%AD%E7%81%AB%E5%A4%A7%E5%8F%94%E9%87%8E%E9%A4%90%E5%BA%97+Fumoir+d%E2%80%99Arthur/data=!4m7!3m6!1s0x345d51edee8ee027:0xa50bda1b348fe4c!8m2!3d25.0528662!4d121.7733156!16s%2Fg%2F11s7kw3y92!19sChIJJ-CO7u1RXTQRTP5Is6G9UAo?authuser=0&hl=zh-TW&rclk=1
OK LINE 原民風酒館,4.3 ,12,238新北市樹林區中華路217號,https://www.google.com/maps/place/OK+LINE+%E5%8E%9F%E6%B0%91%E9%A2%A8%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x34681dee8033f1a1:0x82aa0c55e1b62a3b!8m2!3d24.9812621!4d121.4195808!16s%2Fg%2F11jsr8wqh5!19sChIJofEzgO4daDQROyq24VUMqoI?authuser=0&hl=zh-TW&rclk=1
A2H COFFEE TEA BEER,4.7 ,559,10462台北市中山區大直街70號1F,https://www.google.com/maps/place/A2H+COFFEE+TEA+BEER/data=!4m7!3m6!1s0x3442ad9e3a938287:0x3f71465bdf2b3bc3!8m2!3d25.0837391!4d121.546091!16s%2Fg%2F11nn5pgng5!19sChIJh4KTOp6tQjQRwzsr31tGcT8?authuser=0&hl=zh-TW&rclk=1
台北艾麗酒店 大廳酒吧,4.3 ,698,,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E8%89%BE%E9%BA%97%E9%85%92%E5%BA%97+%E5%A4%A7%E5%BB%B3%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442aba4c85f9db9:0x75b1b1da18cd3659!8m2!3d25.038696!4d121.5673934!16s%2Fg%2F11b638tbqf!19sChIJuZ1fyKSrQjQRWTbNGNqxsXU?authuser=0&hl=zh-TW&rclk=1
Sea Cup Island 美式餐酒館 Bistro & Ba,4.6 ,156,111台北市士林區中正路389號,https://www.google.com/maps/place/Sea+Cup+Island+%E7%BE%8E%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8+Bistro+%26+Ba/data=!4m7!3m6!1s0x3442aff944b558eb:0xa0b807678f550d21!8m2!3d25.0941042!4d121.5214712!16s%2Fg%2F11sbwltdsl!19sChIJ61i1RPmvQjQRIQ1Vj2cHuKA?authuser=0&hl=zh-TW&rclk=1
Bistro O 避世所,4.5 ,778,106台北市大安區師大路49巷3號2樓,https://www.google.com/maps/place/Bistro+O+%E9%81%BF%E4%B8%96%E6%89%80/data=!4m7!3m6!1s0x3442a98586d67031:0x11ef91d762e7f526!8m2!3d25.0243025!4d121.5287731!16s%2Fg%2F1tgnzhp2!19sChIJMXDWhoWpQjQRJvXnYteR7xE?authuser=0&hl=zh-TW&rclk=1
Lobby Lounge @台北萬豪酒店,4.1 ,547,10462台北市中山區樂群二路199號,https://www.google.com/maps/place/Lobby+Lounge+@%E5%8F%B0%E5%8C%97%E8%90%AC%E8%B1%AA%E9%85%92%E5%BA%97/data=!4m7!3m6!1s0x3442ac0d5cd2b55f:0x7dfe4a1f655d3eed!8m2!3d25.0805564!4d121.5589061!16s%2Fg%2F11ckqsx369!19sChIJX7XSXA2sQjQR7T5dZR9K_n0?authuser=0&hl=zh-TW&rclk=1
頭城農場,4.3 ,"2,883",261宜蘭縣頭城鎮更新路125-1號,https://www.google.com/maps/place/%E9%A0%AD%E5%9F%8E%E8%BE%B2%E5%A0%B4/data=!4m10!3m9!1s0x3467f7d18b222df1:0xcd10286cdfaa4e4d!5m2!4m1!1i2!8m2!3d24.9071588!4d121.850284!16s%2Fg%2F11c5_7fgn8!19sChIJ8S0ii9H3ZzQRTU6q32woEM0?authuser=0&hl=zh-TW&rclk=1
阿雪姨海鮮料理,4.7 ,"4,202",261宜蘭縣頭城鎮濱海路五段456號在7-11隔壁,https://www.google.com/maps/place/%E9%98%BF%E9%9B%AA%E5%A7%A8%E6%B5%B7%E9%AE%AE%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x345d58d35cba06cd:0x38c13e0570a8a388!8m2!3d24.9414298!4d121.9003092!16s%2Fg%2F11g68_b67t!19sChIJzQa6XNNYXTQRiKOocAU-wTg?authuser=0&hl=zh-TW&rclk=1
馨亞 Le Jardin,4.6 ,326,111台北市士林區天母東路80號一樓,https://www.google.com/maps/place/%E9%A6%A8%E4%BA%9E+Le+Jardin/data=!4m7!3m6!1s0x3442ae811c4db20d:0x767e701372df7c16!8m2!3d25.1180378!4d121.5353524!16s%2Fg%2F1w3449zh!19sChIJDbJNHIGuQjQRFnzfchNwfnY?authuser=0&hl=zh-TW&rclk=1
MUSOU 吾雙,4.7 ,278,,https://www.google.com/maps/place/MUSOU+%E5%90%BE%E9%9B%99/data=!4m7!3m6!1s0x34693d8424b38ed3:0x302909253a673664!8m2!3d24.155347!4d120.6577762!16s%2Fg%2F11mtgf0_7p!19sChIJ046zJIQ9aTQRZDZnOiUJKTA?authuser=0&hl=zh-TW&rclk=1
南山土雞城,4.5 ,2,226新北市 平溪區南山里4鄰125號,https://www.google.com/maps/place/%E5%8D%97%E5%B1%B1%E5%9C%9F%E9%9B%9E%E5%9F%8E/data=!4m7!3m6!1s0x345d508c30b90a33:0x6296925ceafb426!8m2!3d25.049789!4d121.792609!16s%2Fg%2F11fsm4yvk3!19sChIJMwq5MIxQXTQRJrSvziVpKQY?authuser=0&hl=zh-TW&rclk=1
唯素,4.6 73 則評論,4.6 顆星 73,22709新北市雙溪區,https://www.google.com/maps/place/%E5%94%AF%E7%B4%A0/data=!4m7!3m6!1s0x345d5b153bbf991b:0x1ec8beb1ac34974d!8m2!3d25.060363!4d121.849732!16s%2Fg%2F11js30x4fl!19sChIJG5m_OxVbXTQRTZc0rLG-yB4?authuser=0&hl=zh-TW&rclk=1
唯素,4.6 73 則評論,4.6 顆星 73,22709新北市雙溪區,https://www.google.com/maps/place/%E5%94%AF%E7%B4%A0/data=!4m7!3m6!1s0x345d5b153bbf991b:0x1ec8beb1ac34974d!8m2!3d25.060363!4d121.849732!16s%2Fg%2F11js30x4fl!19sChIJG5m_OxVbXTQRTZc0rLG-yB4?authuser=0&hl=zh-TW&rclk=1
