店名,鏈接
ABV Bar & Kitchen 地中海餐酒館 台北創始店 大安區餐酒館 國父紀念美食｜地中海料理 精釀啤 酒 聚餐約會宵夜美食,https://www.google.com/maps/place/ABV+Bar+%26+Kitchen+%E5%9C%B0%E4%B8%AD%E6%B5%B7%E9%A4%90%E9%85%92%E9%A4%A8+%E5%8F%B0%E5%8C%97%E5%89%B5%E5%A7%8B%E5%BA%97+%E5%A4%A7%E5%AE%89%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8+%E5%9C%8B%E7%88%B6%E7%B4%80%E5%BF%B5%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%9C%B0%E4%B8%AD%E6%B5%B7%E6%96%99%E7%90%86+%E7%B2%BE%E9%87%80%E5%95%A4+%E9%85%92+%E8%81%9A%E9%A4%90%E7%B4%84%E6%9C%83%E5%AE%B5%E5%A4%9C%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442abc63e49ca85:0x78ccfabf9901bdfe!8m2!3d25.0401435!4d121.5556808!16s%2Fg%2F11bc8d72d6!19sChIJhcpJPsarQjQR_r0Bmb_6zHg?authuser=0&hl=zh-TW&rclk=1
Draft Land,https://www.google.com/maps/place/Draft+Land/data=!4m7!3m6!1s0x3442abc5df1d0ba5:0xf89017c20c5d3c86!8m2!3d25.0409777!4d121.5540448!16s%2Fg%2F11gfh9z668!19sChIJpQsd38WrQjQRhjxdDMIXkPg?authuser=0&hl=zh-TW&rclk=1
ON TAP,https://www.google.com/maps/place/ON+TAP/data=!4m7!3m6!1s0x3442abc89fa0abb9:0xa73bdffcf54caf18!8m2!3d25.0408963!4d121.5539349!16s%2Fg%2F1tdc2y35!19sChIJuaugn8irQjQRGK9M9fzfO6c?authuser=0&hl=zh-TW&rclk=1
AKA Artland,https://www.google.com/maps/place/AKA+Artland/data=!4m7!3m6!1s0x3442abfede4f8de3:0x9b5ac79644c5c583!8m2!3d25.0374269!4d121.5402309!16s%2Fg%2F11rwqn12k5!19sChIJ441P3v6rQjQRg8XFRJbHWps?authuser=0&hl=zh-TW&rclk=1
Trio 三重奏,https://www.google.com/maps/place/Trio+%E4%B8%89%E9%87%8D%E5%A5%8F/data=!4m7!3m6!1s0x3442abcd275b3f6f:0xea8df06cafb665c8!8m2!3d25.0305163!4d121.5514133!16s%2Fg%2F1thvdmph!19sChIJbz9bJ82rQjQRyGW2r2zwjeo?authuser=0&hl=zh-TW&rclk=1
Sidebar,https://www.google.com/maps/place/Sidebar/data=!4m7!3m6!1s0x3442aa3383774b35:0x166281f10de7510a!8m2!3d25.0323318!4d121.556097!16s%2Fg%2F11f3yz605q!19sChIJNUt3gzOqQjQRClHnDfGBYhY?authuser=0&hl=zh-TW&rclk=1
自己開《Drive yourself》中式古風酒吧｜東區酒吧｜延吉街酒吧｜深夜酒吧,https://www.google.com/maps/place/%E8%87%AA%E5%B7%B1%E9%96%8B%E3%80%8ADrive+yourself%E3%80%8B%E4%B8%AD%E5%BC%8F%E5%8F%A4%E9%A2%A8%E9%85%92%E5%90%A7%EF%BD%9C%E6%9D%B1%E5%8D%80%E9%85%92%E5%90%A7%EF%BD%9C%E5%BB%B6%E5%90%89%E8%A1%97%E9%85%92%E5%90%A7%EF%BD%9C%E6%B7%B1%E5%A4%9C%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442abb7630645d9:0xce478584acbbd6e!8m2!3d25.0435087!4d121.5532584!16s%2Fg%2F11p6rvq0s_!19sChIJ2UUGY7erQjQRbr3LSlh45Aw?authuser=0&hl=zh-TW&rclk=1
Metro23 Taipei,https://www.google.com/maps/place/Metro23+Taipei/data=!4m7!3m6!1s0x3442abc4fcbaa4c1:0x98d43198c6c89a64!8m2!3d25.0352469!4d121.5439646!16s%2Fg%2F1tfrv5sc!19sChIJwaS6_MSrQjQRZJrIxpgx1Jg?authuser=0&hl=zh-TW&rclk=1
Terminal One - TPE | 東區餐酒館 ｜ 航空主題酒吧 ｜,https://www.google.com/maps/place/Terminal+One+-+TPE+%7C+%E6%9D%B1%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8+%EF%BD%9C+%E8%88%AA%E7%A9%BA%E4%B8%BB%E9%A1%8C%E9%85%92%E5%90%A7+%EF%BD%9C/data=!4m7!3m6!1s0x3442ab62e20657ab:0x1f01c0e4794b7c08!8m2!3d25.0429731!4d121.5475817!16s%2Fg%2F11ffw4d8z9!19sChIJq1cG4mKrQjQRCHxLeeTAAR8?authuser=0&hl=zh-TW&rclk=1
GŪLŪ GURU,https://www.google.com/maps/place/G%C5%AAL%C5%AA+GURU/data=!4m7!3m6!1s0x3442abf58ece2209:0xff55e5b3f5f995de!8m2!3d25.0399415!4d121.5564297!16s%2Fg%2F11stjx43lv!19sChIJCSLOjvWrQjQR3pX59bPlVf8?authuser=0&hl=zh-TW&rclk=1
無向 Bar Without Anhe,https://www.google.com/maps/place/%E7%84%A1%E5%90%91+Bar+Without+Anhe/data=!4m7!3m6!1s0x3442ab6f34df7a2b:0x51e9e61f9c8d2c35!8m2!3d25.0319558!4d121.5526585!16s%2Fg%2F11h77p5vz3!19sChIJK3rfNG-rQjQRNSyNnB_m6VE?authuser=0&hl=zh-TW&rclk=1
Ounce,https://www.google.com/maps/place/Ounce/data=!4m7!3m6!1s0x3442abcd1fbd2c2f:0xeb1fe4b16f0cf9ac!8m2!3d25.0332737!4d121.5558604!16s%2Fg%2F11b7cmjknq!19sChIJLyy9H82rQjQRrPkMb7HkH-s?authuser=0&hl=zh-TW&rclk=1
85 Lounge,https://www.google.com/maps/place/85+Lounge/data=!4m7!3m6!1s0x3442abc41fb70ab7:0x24b2c8887196dad4!8m2!3d25.0435612!4d121.5540541!16s%2Fg%2F1tlqmpbl!19sChIJtwq3H8SrQjQR1NqWcYjIsiQ?authuser=0&hl=zh-TW&rclk=1
The Speakeasy Bar,https://www.google.com/maps/place/The+Speakeasy+Bar/data=!4m7!3m6!1s0x3442abc99f364691:0x2d02ee1118bfd97d!8m2!3d25.0345355!4d121.557316!16s%2Fg%2F11b7fgb6ng!19sChIJkUY2n8mrQjQRfdm_GBHuAi0?authuser=0&hl=zh-TW&rclk=1
ABV Bar & Kitchen 加勒比海餐酒館 台北忠孝店 大安區美食 大安區餐酒館 異國料理烤肉｜中南美洲菜｜聚餐宵夜包場｜精釀啤酒餐廳,https://www.google.com/maps/place/ABV+Bar+%26+Kitchen+%E5%8A%A0%E5%8B%92%E6%AF%94%E6%B5%B7%E9%A4%90%E9%85%92%E9%A4%A8+%E5%8F%B0%E5%8C%97%E5%BF%A0%E5%AD%9D%E5%BA%97+%E5%A4%A7%E5%AE%89%E5%8D%80%E7%BE%8E%E9%A3%9F+%E5%A4%A7%E5%AE%89%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8+%E7%95%B0%E5%9C%8B%E6%96%99%E7%90%86%E7%83%A4%E8%82%89%EF%BD%9C%E4%B8%AD%E5%8D%97%E7%BE%8E%E6%B4%B2%E8%8F%9C%EF%BD%9C%E8%81%9A%E9%A4%90%E5%AE%B5%E5%A4%9C%E5%8C%85%E5%A0%B4%EF%BD%9C%E7%B2%BE%E9%87%80%E5%95%A4%E9%85%92%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442abc5e5cc8e03:0xa58081d43316cce4!8m2!3d25.0405072!4d121.5523983!16s%2Fg%2F11byyrr0kv!19sChIJA47M5cWrQjQR5MwWM9SBgKU?authuser=0&hl=zh-TW&rclk=1
Tonight Bistro．餐酒館 | 創意料理 | 特色調酒 | 台北大安人氣BAR | 東區必去酒吧 | 宵夜 |,https://www.google.com/maps/place/Tonight+Bistro%EF%BC%8E%E9%A4%90%E9%85%92%E9%A4%A8+%7C+%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86+%7C+%E7%89%B9%E8%89%B2%E8%AA%BF%E9%85%92+%7C+%E5%8F%B0%E5%8C%97%E5%A4%A7%E5%AE%89%E4%BA%BA%E6%B0%A3BAR+%7C+%E6%9D%B1%E5%8D%80%E5%BF%85%E5%8E%BB%E9%85%92%E5%90%A7+%7C+%E5%AE%B5%E5%A4%9C+%7C/data=!4m7!3m6!1s0x3442ab8f0ae5dfcb:0x2d8b0dc28d5ca1f2!8m2!3d25.0396499!4d121.555062!16s%2Fg%2F11s4h3m2_5!19sChIJy9_lCo-rQjQR8qFcjcINiy0?authuser=0&hl=zh-TW&rclk=1
福昊室 FullHouse,https://www.google.com/maps/place/%E7%A6%8F%E6%98%8A%E5%AE%A4+FullHouse/data=!4m7!3m6!1s0x3442ab1c5195e089:0x64a0d0cf7d5137af!8m2!3d25.0266108!4d121.551589!16s%2Fg%2F11gr12d0bh!19sChIJieCVURyrQjQRrzdRfc_QoGQ?authuser=0&hl=zh-TW&rclk=1
隱城•小城外Hidden City,https://www.google.com/maps/place/%E9%9A%B1%E5%9F%8E%E2%80%A2%E5%B0%8F%E5%9F%8E%E5%A4%96Hidden+City/data=!4m7!3m6!1s0x3442ab3a9a515897:0x7a8833bfe0d4b628!8m2!3d25.0332284!4d121.5411593!16s%2Fg%2F11j5knzk2g!19sChIJl1hRmjqrQjQRKLbU4L8ziHo?authuser=0&hl=zh-TW&rclk=1
TaiPak Bar & Bistro｜Meal and cocktail design inspired by Taipei's culture and history,https://www.google.com/maps/place/TaiPak+Bar+%26+Bistro%EF%BD%9CMeal+and+cocktail+design+inspired+by+Taipei%27s+culture+and+history/data=!4m7!3m6!1s0x3442abe4aae5e661:0xb574102b8eea9a2c!8m2!3d25.0243172!4d121.5505657!16s%2Fg%2F11rrvky3ny!19sChIJYeblquSrQjQRLJrqjisQdLU?authuser=0&hl=zh-TW&rclk=1
防空洞｜庇護所-Bar,https://www.google.com/maps/place/%E9%98%B2%E7%A9%BA%E6%B4%9E%EF%BD%9C%E5%BA%87%E8%AD%B7%E6%89%80-Bar/data=!4m7!3m6!1s0x3442abe9e06fe955:0x585f74e8711763fb!8m2!3d25.0418989!4d121.5553246!16s%2Fg%2F11rb4rsjnm!19sChIJVelv4OmrQjQR-2MXceh0X1g?authuser=0&hl=zh-TW&rclk=1
難得糊塗,https://www.google.com/maps/place/%E9%9B%A3%E5%BE%97%E7%B3%8A%E5%A1%97/data=!4m7!3m6!1s0x3442abf675b9b08f:0xbd0a62603ca9e117!8m2!3d25.0382562!4d121.5549068!16s%2Fg%2F11g22zpjcl!19sChIJj7C5dfarQjQRF-GpPGBiCr0?authuser=0&hl=zh-TW&rclk=1
23 Public | Craft Beer 精釀吧,https://www.google.com/maps/place/23+Public+%7C+Craft+Beer+%E7%B2%BE%E9%87%80%E5%90%A7/data=!4m7!3m6!1s0x3442a988ce347b0d:0xe846286c69dc9e79!8m2!3d25.0228911!4d121.5432053!16s%2Fg%2F11c5rp_w6t!19sChIJDXs0zoipQjQReZ7caWwoRug?authuser=0&hl=zh-TW&rclk=1
J's Place 輕鬆小酒吧,https://www.google.com/maps/place/J%27s+Place+%E8%BC%95%E9%AC%86%E5%B0%8F%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442abc91dff1323:0xc2498752b4d0c4dd!8m2!3d25.036303!4d121.555925!16s%2Fg%2F1wnbvq7h!19sChIJIxP_HcmrQjQR3cTQtFKHScI?authuser=0&hl=zh-TW&rclk=1
AQUA Lounge,https://www.google.com/maps/place/AQUA+Lounge/data=!4m7!3m6!1s0x3442ab1c0d695c35:0xffa0a33dd29c9348!8m2!3d25.0397755!4d121.5522147!16s%2Fg%2F11fv5gdtn7!19sChIJNVxpDRyrQjQRSJOc0j2joP8?authuser=0&hl=zh-TW&rclk=1
ABV Bar & Kitchen美式餐酒館 台北敦化店 美式烤肉BBQ｜大安區美食餐酒館｜鄉村菜｜精釀啤 酒｜聚餐約會宵夜美食,https://www.google.com/maps/place/ABV+Bar+%26+Kitchen%E7%BE%8E%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8+%E5%8F%B0%E5%8C%97%E6%95%A6%E5%8C%96%E5%BA%97+%E7%BE%8E%E5%BC%8F%E7%83%A4%E8%82%89BBQ%EF%BD%9C%E5%A4%A7%E5%AE%89%E5%8D%80%E7%BE%8E%E9%A3%9F%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9C%E9%84%89%E6%9D%91%E8%8F%9C%EF%BD%9C%E7%B2%BE%E9%87%80%E5%95%A4+%E9%85%92%EF%BD%9C%E8%81%9A%E9%A4%90%E7%B4%84%E6%9C%83%E5%AE%B5%E5%A4%9C%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442ab978c8cd485:0xc07ee88bac917338!8m2!3d25.0404048!4d121.5476881!16s%2Fg%2F11k34483vv!19sChIJhdSMjJerQjQROHORrIvofsA?authuser=0&hl=zh-TW&rclk=1
來吧台北日式餐酒館-酒吧調酒暢飲 taipeibar 約會餐廳 必訪信義區酒吧 PTT Dcard 台北酒吧 台北餐酒館 taipeifood 國父紀念館酒吧 國父紀念館餐酒館 大安酒吧 信義區餐酒館 信義區暢飲,https://www.google.com/maps/place/%E4%BE%86%E5%90%A7%E5%8F%B0%E5%8C%97%E6%97%A5%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8-%E9%85%92%E5%90%A7%E8%AA%BF%E9%85%92%E6%9A%A2%E9%A3%B2+taipeibar+%E7%B4%84%E6%9C%83%E9%A4%90%E5%BB%B3+%E5%BF%85%E8%A8%AA%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%85%92%E5%90%A7+PTT+Dcard+%E5%8F%B0%E5%8C%97%E9%85%92%E5%90%A7+%E5%8F%B0%E5%8C%97%E9%A4%90%E9%85%92%E9%A4%A8+taipeifood+%E5%9C%8B%E7%88%B6%E7%B4%80%E5%BF%B5%E9%A4%A8%E9%85%92%E5%90%A7+%E5%9C%8B%E7%88%B6%E7%B4%80%E5%BF%B5%E9%A4%A8%E9%A4%90%E9%85%92%E9%A4%A8+%E5%A4%A7%E5%AE%89%E9%85%92%E5%90%A7+%E4%BF%A1%E7%BE%A9%E5%8D%80%E9%A4%90%E9%85%92%E9%A4%A8+%E4%BF%A1%E7%BE%A9%E5%8D%80%E6%9A%A2%E9%A3%B2/data=!4m7!3m6!1s0x3442abc8427f83f9:0xccfd27fe730ad56d!8m2!3d25.0371557!4d121.5579345!16s%2Fg%2F11dfjy7p66!19sChIJ-YN_QsirQjQRbdUKc_4n_cw?authuser=0&hl=zh-TW&rclk=1
Bar Root by -1,https://www.google.com/maps/place/Bar+Root+by+-1/data=!4m7!3m6!1s0x3442ab6f1f36929d:0xf7179a7f99d39e05!8m2!3d25.0372694!4d121.5517257!16s%2Fg%2F11flwd8y9r!19sChIJnZI2H2-rQjQRBZ7TmX-aF_c?authuser=0&hl=zh-TW&rclk=1
說吧 Dime Tapas & Wine Bar,https://www.google.com/maps/place/%E8%AA%AA%E5%90%A7+Dime+Tapas+%26+Wine+Bar/data=!4m7!3m6!1s0x3442abb1141160e7:0x28f8e97f1ca34887!8m2!3d25.0292402!4d121.5529686!16s%2Fg%2F11hk34r3cj!19sChIJ52ARFLGrQjQRh0ijHH_p-Cg?authuser=0&hl=zh-TW&rclk=1
Bar NyxU 夜人,https://www.google.com/maps/place/Bar+NyxU+%E5%A4%9C%E4%BA%BA/data=!4m7!3m6!1s0x3442abfb9bebb1c1:0x89a370cdf8616138!8m2!3d25.0265907!4d121.5508611!16s%2Fg%2F11txzx6hmv!19sChIJwbHrm_urQjQROGFh-M1wo4k?authuser=0&hl=zh-TW&rclk=1
WA-SHU 和酒,https://www.google.com/maps/place/WA-SHU+%E5%92%8C%E9%85%92/data=!4m7!3m6!1s0x3442abdad45dcb5b:0x6295e8865ee364e8!8m2!3d25.0431778!4d121.5481579!16s%2Fg%2F11b8jd5msz!19sChIJW8td1NqrQjQR6GTjXobolWI?authuser=0&hl=zh-TW&rclk=1
Needle Bar,https://www.google.com/maps/place/Needle+Bar/data=!4m7!3m6!1s0x3442ab6fe437ff2d:0x9c367fb4ee0d767d!8m2!3d25.0327057!4d121.5520626!16s%2Fg%2F11ghzktnz8!19sChIJLf835G-rQjQRfXYN7rR_Npw?authuser=0&hl=zh-TW&rclk=1
L bar,https://www.google.com/maps/place/L+bar/data=!4m7!3m6!1s0x3442abcc420d18fd:0x136bc499fe76a659!8m2!3d25.0290543!4d121.5540468!16s%2Fg%2F11f1llxwl4!19sChIJ_RgNQsyrQjQRWaZ2_pnEaxM?authuser=0&hl=zh-TW&rclk=1
Le Chamber 餐酒館,https://www.google.com/maps/place/Le+Chamber+%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442ab8e3e4aaceb:0xea2ba2c8562f6aff!8m2!3d25.025239!4d121.548303!16s%2Fg%2F11smrxx395!19sChIJ66xKPo6rQjQR_2ovVsiiK-o?authuser=0&hl=zh-TW&rclk=1
Shotia,https://www.google.com/maps/place/Shotia/data=!4m7!3m6!1s0x3442aa33abdf34d5:0x1a349d948ae4cf3e!8m2!3d25.026485!4d121.5516227!16s%2Fg%2F11btwvhwcy!19sChIJ1TTfqzOqQjQRPs_kipSdNBo?authuser=0&hl=zh-TW&rclk=1
丘香Sake bar,https://www.google.com/maps/place/%E4%B8%98%E9%A6%99Sake+bar/data=!4m7!3m6!1s0x3442abc8cc973873:0x3a4f2f5a7c52698e!8m2!3d25.0330615!4d121.549684!16s%2Fg%2F11j1cbz_c2!19sChIJcziXzMirQjQRjmlSfFovTzo?authuser=0&hl=zh-TW&rclk=1
Tickle my fantasy,https://www.google.com/maps/place/Tickle+my+fantasy/data=!4m7!3m6!1s0x3442abcc44cf26c9:0xad9c63c93e339691!8m2!3d25.0325951!4d121.5522581!16s%2Fg%2F1tmqcxtg!19sChIJySbPRMyrQjQRkZYzPsljnK0?authuser=0&hl=zh-TW&rclk=1
Potions Magic Bar魔藥學餐酒館,https://www.google.com/maps/place/Potions+Magic+Bar%E9%AD%94%E8%97%A5%E5%AD%B8%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442abf50d683b09:0xba84ac89533f490c!8m2!3d25.0383244!4d121.551336!16s%2Fg%2F11ns9wggrq!19sChIJCTtoDfWrQjQRDEk_U4mshLo?authuser=0&hl=zh-TW&rclk=1
MANIA 躁鎮,https://www.google.com/maps/place/MANIA+%E8%BA%81%E9%8E%AE/data=!4m7!3m6!1s0x3442aa33a893be4b:0xc8d4c54e8aae5010!8m2!3d25.0264109!4d121.5518938!16s%2Fg%2F11c5s54zf_!19sChIJS76TqDOqQjQREFCuik7F1Mg?authuser=0&hl=zh-TW&rclk=1
Mellow Bar & Restaurant,https://www.google.com/maps/place/Mellow+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3442ab7c245d7e03:0x4659b044de03eb27!8m2!3d25.0397848!4d121.5522774!16s%2Fg%2F11kql76c7m!19sChIJA35dJHyrQjQRJ-sD3kSwWUY?authuser=0&hl=zh-TW&rclk=1
啜飲室 大安,https://www.google.com/maps/place/%E5%95%9C%E9%A3%B2%E5%AE%A4+%E5%A4%A7%E5%AE%89/data=!4m7!3m6!1s0x3442abda52db9ac9:0xc9968e10e8f89c05!8m2!3d25.0411123!4d121.5450834!16s%2Fg%2F11b6snw47g!19sChIJyZrbUtqrQjQRBZz46BCOlsk?authuser=0&hl=zh-TW&rclk=1
放感情童裏心柑仔店 | 餐酒館 童趣酒吧推薦 調酒BAR 網美餐酒館 寵物友善 約會景點餐廳 深夜美食 熱門約會餐廳,https://www.google.com/maps/place/%E6%94%BE%E6%84%9F%E6%83%85%E7%AB%A5%E8%A3%8F%E5%BF%83%E6%9F%91%E4%BB%94%E5%BA%97+%7C+%E9%A4%90%E9%85%92%E9%A4%A8+%E7%AB%A5%E8%B6%A3%E9%85%92%E5%90%A7%E6%8E%A8%E8%96%A6+%E8%AA%BF%E9%85%92BAR+%E7%B6%B2%E7%BE%8E%E9%A4%90%E9%85%92%E9%A4%A8+%E5%AF%B5%E7%89%A9%E5%8F%8B%E5%96%84+%E7%B4%84%E6%9C%83%E6%99%AF%E9%BB%9E%E9%A4%90%E5%BB%B3+%E6%B7%B1%E5%A4%9C%E7%BE%8E%E9%A3%9F+%E7%86%B1%E9%96%80%E7%B4%84%E6%9C%83%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442ab447f173937:0xfa81bcc7827dd912!8m2!3d25.0425816!4d121.5531894!16s%2Fg%2F11vj8xcn72!19sChIJNzkXf0SrQjQREtl9gse8gfo?authuser=0&hl=zh-TW&rclk=1
Karen 大安店,https://www.google.com/maps/place/Karen+%E5%A4%A7%E5%AE%89%E5%BA%97/data=!4m7!3m6!1s0x3442abbd7c378803:0x77478680021e7baf!8m2!3d25.0429811!4d121.5475237!16s%2Fg%2F11sq261f1y!19sChIJA4g3fL2rQjQRr3seAoCGR3c?authuser=0&hl=zh-TW&rclk=1
Kashoku,https://www.google.com/maps/place/Kashoku/data=!4m7!3m6!1s0x3442aa32e844d331:0x6c93b8d254cf1e77!8m2!3d25.0281937!4d121.5504379!16s%2Fg%2F11b6_m_yss!19sChIJMdNE6DKqQjQRdx7PVNK4k2w?authuser=0&hl=zh-TW&rclk=1
