店名,評分,評論數,地址,鏈接
Drunk Shelter Hanko 西門駐唱酒吧｜特色調酒｜live music｜live band 酒吧｜熱門｜人氣｜必訪｜現場音樂酒吧,4.8,482,108台北市萬華區漢口街二段71號1樓,https://www.google.com/maps/place/Drunk+Shelter+Hanko+%E8%A5%BF%E9%96%80%E9%A7%90%E5%94%B1%E9%85%92%E5%90%A7%EF%BD%9C%E7%89%B9%E8%89%B2%E8%AA%BF%E9%85%92%EF%BD%9Clive+music%EF%BD%9Clive+band+%E9%85%92%E5%90%A7%EF%BD%9C%E7%86%B1%E9%96%80%EF%BD%9C%E4%BA%BA%E6%B0%A3%EF%BD%9C%E5%BF%85%E8%A8%AA%EF%BD%9C%E7%8F%BE%E5%A0%B4%E9%9F%B3%E6%A8%82%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a9dd54e16f71:0x24320f00e2f77b2a!8m2!3d25.0461287!4d121.5053126!16s%2Fg%2F11s8dsjy30!19sChIJcW_hVN2pQjQRKnv34gAPMiQ?authuser=0&hl=zh-TW&rclk=1
HANKO 60 如醉如夢,4.8,"7,846",108台北市萬華區漢口街二段60號,https://www.google.com/maps/place/HANKO+60+%E5%A6%82%E9%86%89%E5%A6%82%E5%A4%A2/data=!4m7!3m6!1s0x3442a90f2eaea327:0x7f821b508bbfa0d!8m2!3d25.045944!4d121.505214!16s%2Fg%2F11byxf6y_t!19sChIJJ6OuLg-pQjQRDfq7CLUh-Ac?authuser=0&hl=zh-TW&rclk=1
老城西。酒食製作所,4.9,546,108台北市萬華區康定路18-2號,https://www.google.com/maps/place/%E8%80%81%E5%9F%8E%E8%A5%BF%E3%80%82%E9%85%92%E9%A3%9F%E8%A3%BD%E4%BD%9C%E6%89%80/data=!4m7!3m6!1s0x3442a969a4b59d5b:0xfd2f61c44670f131!8m2!3d25.0453252!4d121.5029474!16s%2Fg%2F11jg_qs07q!19sChIJW521pGmpQjQRMfFwRsRhL_0?authuser=0&hl=zh-TW&rclk=1
N.one BAR,4.7,189,108台北市萬華區漢中街59號3樓,https://www.google.com/maps/place/N.one+BAR/data=!4m7!3m6!1s0x3442a9c46cea55f1:0x7f1c9bdb6ff7d3e!8m2!3d25.0438!4d121.507418!16s%2Fg%2F11h81lrcc0!19sChIJ8VXqbMSpQjQRPn3_tr3J8Qc?authuser=0&hl=zh-TW&rclk=1
Locker Room,4.6,250,108006台北市萬華區內江街34號,https://www.google.com/maps/place/Locker+Room/data=!4m7!3m6!1s0x3442a955e4789e89:0xe846b24c6bc32fc3!8m2!3d25.0415795!4d121.5056168!16s%2Fg%2F11k6k1xdpt!19sChIJiZ545FWpQjQRwy_Da0yyRug?authuser=0&hl=zh-TW&rclk=1
98 酒吧,3.3,72,108台北市萬華區艋舺大道167號5樓,https://www.google.com/maps/place/98+%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a9ae54b085f3:0x86ea8283f95a4fe5!8m2!3d25.033306!4d121.499843!16s%2Fg%2F11f6lgxwv8!19sChIJ84WwVK6pQjQR5U9a-YOC6oY?authuser=0&hl=zh-TW&rclk=1
Barchef Taipei | 西門町酒吧 | 水煙館 | 咖哩飯｜台北推薦酒吧,4.9,912,108台北市萬華區武昌街二段91巷10號,https://www.google.com/maps/place/Barchef+Taipei+%7C+%E8%A5%BF%E9%96%80%E7%94%BA%E9%85%92%E5%90%A7+%7C+%E6%B0%B4%E7%85%99%E9%A4%A8+%7C+%E5%92%96%E5%93%A9%E9%A3%AF%EF%BD%9C%E5%8F%B0%E5%8C%97%E6%8E%A8%E8%96%A6%E9%85%92%E5%90%A7/data=!4m7!3m6!1s0x3442a9afe31e78a3:0x3133726ef17adfb2!8m2!3d25.0458993!4d121.5036205!16s%2Fg%2F11s00nvqcl!19sChIJo3ge46-pQjQRst968W5yMzE?authuser=0&hl=zh-TW&rclk=1
追夢人DISCO｜西門,4.9,"1,755",10843台北市萬華區武昌街二段83之10號1樓,https://www.google.com/maps/place/%E8%BF%BD%E5%A4%A2%E4%BA%BADISCO%EF%BD%9C%E8%A5%BF%E9%96%80/data=!4m7!3m6!1s0x3442a9c5edcef8dd:0xbfd3bd3353fa0537!8m2!3d25.0457078!4d121.5050654!16s%2Fg%2F11rglgm049!19sChIJ3fjO7cWpQjQRNwX6UzO9078?authuser=0&hl=zh-TW&rclk=1
THE garden,4.4,392,108台北市萬華區成都路10巷33號,https://www.google.com/maps/place/THE+garden/data=!4m7!3m6!1s0x3442a909bc5b8ccf:0x8bdcec57871cdd85!8m2!3d25.0417111!4d121.5067799!16s%2Fg%2F11b6gnrfj0!19sChIJz4xbvAmpQjQRhd0ch1fs3Is?authuser=0&hl=zh-TW&rclk=1
I Miss覓室/台北酒吧 西門酒吧 Ximending Bar 西門町バー 시먼 딩 바 台北DJ SHOW,4.5,213,108台北市萬華區成都路27巷21號3 F,https://www.google.com/maps/place/I+Miss%E8%A6%93%E5%AE%A4%2F%E5%8F%B0%E5%8C%97%E9%85%92%E5%90%A7+%E8%A5%BF%E9%96%80%E9%85%92%E5%90%A7+Ximending+Bar+%E8%A5%BF%E9%96%80%E7%94%BA%E3%83%90%E3%83%BC+%EC%8B%9C%EB%A8%BC+%EB%94%A9+%EB%B0%94+%E5%8F%B0%E5%8C%97DJ+SHOW/data=!4m7!3m6!1s0x3442a90ade903f55:0x3d1f3c332944b49!8m2!3d25.0432088!4d121.5069348!16s%2Fg%2F11h0m9_5m7!19sChIJVT-Q3gqpQjQRSUuUMsPz0QM?authuser=0&hl=zh-TW&rclk=1
AWT Bistro下班後餐酒館,4.9,617,108台北市萬華區成都路27巷11號1樓,https://www.google.com/maps/place/AWT+Bistro%E4%B8%8B%E7%8F%AD%E5%BE%8C%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442a98b566e6237:0xfec50cb6666c66d2!8m2!3d25.043027!4d121.506897!16s%2Fg%2F11sq5kr5ps!19sChIJN2JuVoupQjQR0mZsZrYMxf4?authuser=0&hl=zh-TW&rclk=1
鹿境早午餐 & 餐酒館_西門Arrival Brunch & Bistro (原 滷餐小酒館Zoo Bistro) ｜餐酒 |西門美食｜早午餐 ｜ 宵夜-萬華人氣早午餐|西門必吃早午餐|在地推薦早午餐|外帶漢堡|外帶早午餐|人氣餐廳|推薦早午餐,4.9,732,108台北市萬華區峨眉街124-3號1樓,https://www.google.com/maps/place/%E9%B9%BF%E5%A2%83%E6%97%A9%E5%8D%88%E9%A4%90+%26+%E9%A4%90%E9%85%92%E9%A4%A8_%E8%A5%BF%E9%96%80Arrival+Brunch+%26+Bistro+%28%E5%8E%9F+%E6%BB%B7%E9%A4%90%E5%B0%8F%E9%85%92%E9%A4%A8Zoo+Bistro%29+%EF%BD%9C%E9%A4%90%E9%85%92+%7C%E8%A5%BF%E9%96%80%E7%BE%8E%E9%A3%9F%EF%BD%9C%E6%97%A9%E5%8D%88%E9%A4%90+%EF%BD%9C+%E5%AE%B5%E5%A4%9C-%E8%90%AC%E8%8F%AF%E4%BA%BA%E6%B0%A3%E6%97%A9%E5%8D%88%E9%A4%90%7C%E8%A5%BF%E9%96%80%E5%BF%85%E5%90%83%E6%97%A9%E5%8D%88%E9%A4%90%7C%E5%9C%A8%E5%9C%B0%E6%8E%A8%E8%96%A6%E6%97%A9%E5%8D%88%E9%A4%90%7C%E5%A4%96%E5%B8%B6%E6%BC%A2%E5%A0%A1%7C%E5%A4%96%E5%B8%B6%E6%97%A9%E5%8D%88%E9%A4%90%7C%E4%BA%BA%E6%B0%A3%E9%A4%90%E5%BB%B3%7C%E6%8E%A8%E8%96%A6%E6%97%A9%E5%8D%88%E9%A4%90/data=!4m7!3m6!1s0x3442a903226e0255:0x1402c203db9989e!8m2!3d25.0445889!4d121.5019866!16s%2Fg%2F11pf657bhm!19sChIJVQJuIgOpQjQRnpi5PSAsQAE?authuser=0&hl=zh-TW&rclk=1
無向 Bar Without Ximen,4.9,99,108台北市萬華區昆明街58-2號,https://www.google.com/maps/place/%E7%84%A1%E5%90%91+Bar+Without+Ximen/data=!4m7!3m6!1s0x3442a938e8b15325:0x455712f77951f27c!8m2!3d25.0461622!4d121.5056676!16s%2Fg%2F11v47r2lb8!19sChIJJVOx6DipQjQRfPJRefcSV0U?authuser=0&hl=zh-TW&rclk=1
HEY BRO Bar,5,579,10843台北市萬華區武昌街二段5號4樓及5樓,https://www.google.com/maps/place/HEY+BRO+Bar/data=!4m7!3m6!1s0x3442a9b484e1db17:0x4876a00cb8f4acb6!8m2!3d25.0444776!4d121.5083362!16s%2Fg%2F11vkdnj5kw!19sChIJF9vhhLSpQjQRtqz0uAygdkg?authuser=0&hl=zh-TW&rclk=1
The park J,5,326,108台北市萬華區武昌街二段120巷5號,https://www.google.com/maps/place/The+park+J/data=!4m7!3m6!1s0x3442a9e6ca159f01:0xa8cd7d6ee5922e82!8m2!3d25.044704!4d121.503969!16s%2Fg%2F11plr_9ts8!19sChIJAZ8VyuapQjQRgi6S5W59zag?authuser=0&hl=zh-TW&rclk=1
THE BED Ximen,4.9,965,108台北市萬華區武昌街二段116-1號,https://www.google.com/maps/place/THE+BED+Ximen/data=!4m7!3m6!1s0x3442a9e2545de95f:0xbb6bdbe41a94f605!8m2!3d25.0451243!4d121.5045318!16s%2Fg%2F11sqsbjg3p!19sChIJX-ldVOKpQjQRBfaUGuTba7s?authuser=0&hl=zh-TW&rclk=1
灰色可樂 創始店(NO.1)Grey Cola Bar,4.9,778,108台北市萬華區漢口街二段83巷10號1F,https://www.google.com/maps/place/%E7%81%B0%E8%89%B2%E5%8F%AF%E6%A8%82+%E5%89%B5%E5%A7%8B%E5%BA%97%28NO.1%29Grey+Cola+Bar/data=!4m7!3m6!1s0x3442a961348c607d:0xea78ed2904fd7617!8m2!3d25.0467826!4d121.5050179!16s%2Fg%2F11fj2n8kmk!19sChIJfWCMNGGpQjQRF3b9BCnteOo?authuser=0&hl=zh-TW&rclk=1
THE HOLE mini bar,5,477,108台北市萬華區中華路一段144之24號,https://www.google.com/maps/place/THE+HOLE+mini+bar/data=!4m7!3m6!1s0x3442a904790b5f0f:0x304e370eec7c292b!8m2!3d25.0432753!4d121.5080592!16s%2Fg%2F11vksd8ftl!19sChIJD18LeQSpQjQRKyl87A43TjA?authuser=0&hl=zh-TW&rclk=1
DRUNK Taipei,4.9,88,108台北市萬華區昆明街92-2號3樓,https://www.google.com/maps/place/DRUNK+Taipei/data=!4m7!3m6!1s0x3442a9f8b59145f7:0x69f132ce7b0d7fd1!8m2!3d25.0449755!4d121.5052829!16s%2Fg%2F11l723m8y3!19sChIJ90WRtfipQjQR0X8Ne84y8Wk?authuser=0&hl=zh-TW&rclk=1
Bar Stardust 星塵,4.9,92,10844台北市萬華區武昌街二段82巷3弄3號,https://www.google.com/maps/place/Bar+Stardust+%E6%98%9F%E5%A1%B5/data=!4m7!3m6!1s0x3442a90d9ce830fb:0xfdea87236a63a240!8m2!3d25.0445384!4d121.5059223!16s%2Fg%2F11v5w7pb0x!19sChIJ-zDonA2pQjQRQKJjaiOH6v0?authuser=0&hl=zh-TW&rclk=1
冰茶專賣店 Iced Tea Shop,4.8,255,108台北市萬華區武昌街二段5 號3樓,https://www.google.com/maps/place/%E5%86%B0%E8%8C%B6%E5%B0%88%E8%B3%A3%E5%BA%97+Iced+Tea+Shop/data=!4m7!3m6!1s0x3442a94887b88f75:0x962491aa067ad4e9!8m2!3d25.0444776!4d121.5083362!16s%2Fg%2F11sv1cph0p!19sChIJdY-4h0ipQjQR6dR6BqqRJJY?authuser=0&hl=zh-TW&rclk=1
燈亮有酒 Light Up Bar 【試營運】【西門．萬華】(酒吧，酒吧推薦，特色酒吧，平價酒吧，調酒),4.9,75,108台北市萬華區康定路46-4號,https://www.google.com/maps/place/%E7%87%88%E4%BA%AE%E6%9C%89%E9%85%92+Light+Up+Bar+%E3%80%90%E8%A9%A6%E7%87%9F%E9%81%8B%E3%80%91%E3%80%90%E8%A5%BF%E9%96%80%EF%BC%8E%E8%90%AC%E8%8F%AF%E3%80%91%28%E9%85%92%E5%90%A7%EF%BC%8C%E9%85%92%E5%90%A7%E6%8E%A8%E8%96%A6%EF%BC%8C%E7%89%B9%E8%89%B2%E9%85%92%E5%90%A7%EF%BC%8C%E5%B9%B3%E5%83%B9%E9%85%92%E5%90%A7%EF%BC%8C%E8%AA%BF%E9%85%92%29/data=!4m7!3m6!1s0x3442a94d477193ef:0x8efee04cb4f08c!8m2!3d25.0430432!4d121.5023324!16s%2Fg%2F11vt2ybc9h!19sChIJ75NxR02pQjQRjPC0TOD-jgA?authuser=0&hl=zh-TW&rclk=1
巧軒飲室 CH Draft Room ｜Coffee&Ccocktail BAR｜咖啡廳｜酒吧｜手沖咖啡｜雞尾酒｜無酒精調飲｜啤酒｜私廚｜活動包場｜,4.9,54,108台北市萬華區萬大路363號,https://www.google.com/maps/place/%E5%B7%A7%E8%BB%92%E9%A3%B2%E5%AE%A4+CH+Draft+Room+%EF%BD%9CCoffee%26Ccocktail+BAR%EF%BD%9C%E5%92%96%E5%95%A1%E5%BB%B3%EF%BD%9C%E9%85%92%E5%90%A7%EF%BD%9C%E6%89%8B%E6%B2%96%E5%92%96%E5%95%A1%EF%BD%9C%E9%9B%9E%E5%B0%BE%E9%85%92%EF%BD%9C%E7%84%A1%E9%85%92%E7%B2%BE%E8%AA%BF%E9%A3%B2%EF%BD%9C%E5%95%A4%E9%85%92%EF%BD%9C%E7%A7%81%E5%BB%9A%EF%BD%9C%E6%B4%BB%E5%8B%95%E5%8C%85%E5%A0%B4%EF%BD%9C/data=!4m7!3m6!1s0x3442a963f4d1797f:0x395f1128c668b4fb!8m2!3d25.0230385!4d121.4998267!16s%2Fg%2F11kjqwlwv2!19sChIJf3nR9GOpQjQR-7RoxigRXzk?authuser=0&hl=zh-TW&rclk=1
烏托邦 Utopia Taipei,4.6,118,108台北市萬華區昆明街109號2樓之5,https://www.google.com/maps/place/%E7%83%8F%E6%89%98%E9%82%A6+Utopia+Taipei/data=!4m7!3m6!1s0x3442a9b955dfcfe3:0x3eefa829eaf847dc!8m2!3d25.0421414!4d121.5048309!16s%2Fg%2F11sx27d6hm!19sChIJ48_fVbmpQjQR3Ef46imo7z4?authuser=0&hl=zh-TW&rclk=1
Wishy Lounge Bar 慾室,4.9,276,"一樓, No. 10號漢口街二段34巷萬華區台北市10842",https://www.google.com/maps/place/Wishy+Lounge+Bar+%E6%85%BE%E5%AE%A4/data=!4m7!3m6!1s0x3442a9a1053fd745:0x46a2373f9ae58e39!8m2!3d25.0450599!4d121.5071173!16s%2Fg%2F11j1csn2tq!19sChIJRdc_BaGpQjQROY7lmj83okY?authuser=0&hl=zh-TW&rclk=1
G CLUB TAIPEI,4.6,255,"b1, No. 54號漢口街二段萬華區台北市108",https://www.google.com/maps/place/G+CLUB+TAIPEI/data=!4m7!3m6!1s0x3442a95caa8ebfc1:0xee1c35dbd1e3bcb9!8m2!3d25.0456733!4d121.5057925!16s%2Fg%2F11f9xs8j71!19sChIJwb-OqlypQjQRubzj0ds1HO4?authuser=0&hl=zh-TW&rclk=1
尖叫 雞翅 Wings & Fries 雞翅酒吧 | 雞翅吃到飽｜西門餐酒館｜Chicken Wings Beer Bar,5,295,108台北市萬華區康定路25巷24號,https://www.google.com/maps/place/%E5%B0%96%E5%8F%AB+%E9%9B%9E%E7%BF%85+Wings+%26+Fries+%E9%9B%9E%E7%BF%85%E9%85%92%E5%90%A7+%7C+%E9%9B%9E%E7%BF%85%E5%90%83%E5%88%B0%E9%A3%BD%EF%BD%9C%E8%A5%BF%E9%96%80%E9%A4%90%E9%85%92%E9%A4%A8%EF%BD%9CChicken+Wings+Beer+Bar/data=!4m7!3m6!1s0x3442a906f4e44e57:0xf87c1408e4ec6e9e!8m2!3d25.0437907!4d121.5035758!16s%2Fg%2F11y1g1d6rs!19sChIJV07k9AapQjQRnm7s5AgUfPg?authuser=0&hl=zh-TW&rclk=1
